"id","title","years","duration","rating","people_rating","critic_rating","votes"
443,"The Little Mermaid","2023","135","PG","7.2","59","145,836"
444,"Little Women","2019","135","U","7.8","91","233,355"
445,"Gone Girl","2014","149","18","8.1","79","1,043,268"
446,"The Goonies","1985","114","12A","7.7","62","292,561"
447,"American Beauty","1999","122","18","8.3","84","1,194,777"
448,"Schindler's List","1993","195","15","9.0","95","1,421,610"
449,"The Departed","2006","151","18","8.5","85","1,394,952"
450,"Blockers","2018","102","15","6.2","69","83,958"
451,"Shazam! Fury of the Gods","2023","130","12A","6.0","47","114,876"
452,"The Wicker Man","1973","88","X","7.5","87","89,822"
453,"Crazy, Stupid, Love.","2011","118","12A","7.4","68","551,492"
454,"Last Call for Istanbul","2023","91","15","5.4",NULL,"6,579"
455,"No Time to Die","2021","163","12A","7.3","68","434,176"
456,"The Silence of the Lambs","1991","118","18","8.6","86","1,513,662"
457,"Alien","1979","117","X","8.5","89","930,416"
458,"The Color Purple","1985","154","15","7.7","78","93,446"
459,"The Big Lebowski","1998","117","18","8.1","71","846,491"
460,"Fifty Shades of Grey","2015","125","18","4.2","46","331,502"
461,"Next Goal Wins","2023","104","12A","6.5","44","3,074"
462,"Good Boys","2019","90","15","6.7",NULL,"79,697"
463,"The Father","2020","97","12A","8.2","88","182,489"
464,"Blade Runner","1982","117","AA","8.1","84","808,232"
465,"Forrest Gump","1994","142","12","8.8","82","2,204,374"
466,"Beau Is Afraid","2023","179","15","6.8","63","47,937"
467,"Infinity Pool","2023","117","18","6.0","72","48,273"
468,"Eight Crazy Nights","2002","76","12A","5.3","23","24,823"
469,"Scrapper","2023","84","12A","7.0","74","3,027"
470,"Civil War","R","N/A",NULL,NULL,NULL,"N/A"
471,"The Notebook","2004","123","12A","7.8","53","604,860"
472,"Chicken Run: Dawn of the Nugget","2023","101","PG","7.3","62","360"
473,"The Abyss","1989","140","PG-13","7.5","62","187,878"
474,"Promising Young Woman","2020","113","15","7.5","72","200,412"
475,"Hypnotic","2023","93","15","5.5","53","26,964"
476,"Teenage Mutant Ninja Turtles: Mutant Mayhem","2023","99","PG","7.2","74","51,594"
477,"Man of Steel","2013","143","12A","7.1","55","801,693"
478,"The Night Before","2015","101","15","6.4","58","80,455"
479,"Kong: Skull Island","2017","118","12A","6.7","62","339,201"
480,"Good Will Hunting","1997","126","15","8.3","70","1,034,049"
481,"BlackBerry","2023","120","15","7.4","78","29,063"
482,"Nosferatu","2024","N/A",NULL,NULL,NULL,"N/A"
483,"Spirited Away","2001","125","PG","8.6","96","822,685"
484,"Tombstone","1993","130","15","7.8","50","161,683"
485,"Saving Private Ryan","1998","169","15","8.6","91","1,465,939"
486,"John Wick","2014","101","15","7.4","68","722,056"
487,"Meg 2: The Trench","2023","116","12A","5.0","40","66,723"
488,"How to Have Sex","2023","91","15","7.1","80","2,044"
489,"Fred Claus","2007","116","PG","5.7","42","46,629"
490,"Mad Max","1979","88","X","6.8","73","218,045"
491,"The Prestige","2006","130","12A","8.5","66","1,411,715"
492,"Harry Potter and the Deathly Hallows: Part 2","2011","130","12A","8.1","85","927,682"
493,"No Country for Old Men","2007","122","15","8.2","92","1,035,289"
494,"Hereditary","2018","127","15","7.3","87","363,420"
495,"Good Grief","2023","100","R",NULL,NULL,"N/A"
496,"The Killing of a Sacred Deer","2017","121","15","7.0","73","173,211"
497,"Deck the Halls","2006","93","PG","5.0","28","31,799"
498,"Your Christmas or Mine 2","2023","101",NULL,"5.8",NULL,"747"
499,"Nativity!","2009","105","U","6.4",NULL,"11,933"
500,"Troy","2004","163","15","7.3","56","560,671"
501,"The Burial","2023","126","15","7.1","74","25,330"
502,"Strays","2023","93","15","6.3","54","21,620"
503,"National Lampoon's Vacation","1983","98","15","7.3","55","117,946"
504,"Back to the Future","1985","116","PG","8.5","87","1,278,218"
505,"Nowhere","2023","109","15","6.3",NULL,"28,176"
506,"Race for Glory: Audi vs. Lancia","2024","N/A",NULL,NULL,NULL,"N/A"
507,"Murder on the Orient Express","2017","114","12A","6.5","52","284,887"
508,"Alien: Covenant","2017","122","15","6.4","65","298,127"
509,"A Serbian Film","2010","104","18","5.0",NULL,"69,875"
510,"Alien: Romulus","2024","N/A",NULL,NULL,NULL,"N/A"
511,"Elvis","2022","159","12A","7.3","64","220,866"
512,"Are You There God? It's Me, Margaret.","2023","106","PG","7.3","84","18,934"
513,"Love Story","1970","100","AA","6.9","84","36,606"
514,"Theater Camp","2023","92","12A","7.0","70","11,668"
515,"The Princess Bride","1987","98","PG","8.0","78","444,303"
516,"Aliens","1986","137","R","8.4","84","750,074"
517,"Holidate","2020","104","15","6.1","44","75,863"
518,"Totally Killer","2023","106","15","6.5","62","41,050"
519,"Pride & Prejudice","2005","129","U","7.8","82","321,446"
520,"Prisoners","2013","153","15","8.1","70","783,328"
521,"The Exorcist","1973","122","X","8.1","82","446,108"
522,"Wind River","2017","107","15","7.7","73","273,299"
523,"The Lord of the Rings: The Return of the King","2003","201","12A","9.0","94","1,937,090"
524,"Your Christmas or Mine?","2022","95","12","6.4",NULL,"7,962"
525,"The Bikeriders","2023","116","R","7.6","71","967"
526,"What Happens Later","2023","103","15","5.0","65","1,365"
527,"Greater","2016","130","PG","7.3","35","7,484"
528,"Harry Potter and the Prisoner of Azkaban","2004","142","PG","7.9","82","675,270"
529,"Monster","2023","126","PG-13","8.1","82","3,829"
530,"Scarface","1983","170","18","8.3","65","895,841"
531,"The Banshees of Inisherin","2022","114","15","7.7","87","235,030"
532,"The Nun II","2023","110","15","5.6","47","50,265"
533,"Evil Dead Rise","2023","96","18","6.5","69","126,126"
534,"The Santa Clause 3: The Escape Clause","2006","97","U","4.8","32","41,541"
535,"The Equalizer","2014","132","18","7.2","57","407,230"
536,"A Man Called Otto","2022","126","15","7.5","51","143,317"
537,"Jurassic Park","1993","127","PG","8.2","68","1,045,133"
538,"The Beekeeper","2024","105","R",NULL,NULL,"N/A"
539,"Four Weddings and a Funeral","1994","117","15","7.1","81","162,453"
540,"Harry Potter and the Chamber of Secrets","2002","161","PG","7.4","63","676,242"
541,"Kandahar","2023","119","15","6.1","52","27,202"
542,"Indiana Jones and the Temple of Doom","1984","118","12A","7.5","57","526,560"
543,"Love Hard","2021","104","15","6.3","42","59,299"
544,"Wicked","2024","N/A",NULL,NULL,NULL,"N/A"
545,"The Green Mile","1999","189","18","8.6","61","1,376,399"
546,"Eternal Sunshine of the Spotless Mind","2004","108","15","8.3","89","1,056,328"
547,"Joy Ride","2023","95","15","6.4","74","18,138"
548,"Godzilla","1954","96","X","7.5","78","37,437"
549,"Shutter Island","2010","138","15","8.2","63","1,415,591"
550,"Spider-Man: Into the Spider-Verse","2018","117","PG","8.4","87","644,705"
551,"Beverly Hills Cop 4","2024","N/A",NULL,NULL,NULL,"N/A"
552,"Australia","2008","165","12A","6.6","53","128,606"
553,"365 Days","2020","114","18","3.3",NULL,"96,343"
554,"Belfast","2021","98","12A","7.2","75","86,627"
555,"Noelle","2019","100","PG","6.3","48","25,490"
556,"The Lost City","2022","112","12A","6.1","60","147,663"
557,"Sisu","2022","91","15","6.9","70","63,263"
558,"Get Out","2017","104","15","7.8","85","673,012"
559,"Star Wars: Episode IV - A New Hope","1977","121","U","8.6","90","1,425,682"
560,"Frozen","2013","102","PG","7.4","75","652,933"
561,"Twilight","2008","122","12A","5.3","56","480,674"
562,"The Favourite","2018","119","15","7.5","91","215,564"
563,"A Boy Called Christmas","2021","106","PG","6.7","61","25,471"
564,"Jeanne du Barry","2023","113",NULL,"6.7","51","8,291"
565,"The Dark Knight Rises","2012","164","12A","8.4","78","1,792,437"
566,"Tenet","2020","150","PG-13","7.3","69","570,882"
567,"Oldboy","2003","120","18","8.4","78","618,921"
568,"The Meg","2018","113","12A","5.6","46","202,463"
569,"The Sacrifice Game","2023","90",NULL,"5.5","56","616"
570,"No One Will Save You","2023","93","16","6.3","60","54,870"
571,"The Noel Diary","2022","99","PG","6.1","63","18,015"
572,"Renfield","2023","93","15","6.4","53","83,290"
573,"Her","2013","126","15","8.0","91","654,600"
574,"Taken","2008","90","18","7.8","51","625,111"
575,"The Secret: Dare to Dream","2020","107","PG","6.5","32","16,701"
576,"Call Me by Your Name","2017","132","15","7.8","94","302,108"
577,"Harry Potter and the Deathly Hallows: Part 1","2010","146","12A","7.7","65","585,027"
578,"Catch Me If You Can","2002","141","12A","8.1","75","1,064,120"
579,"Nobody","2021","92","15","7.4","64","311,504"
580,"The Family Man","2000","125","12","6.8","42","116,513"
581,"The Last Duel","2021","152","18","7.4","67","175,548"
582,"The Last Voyage of the Demeter","2023","118","R","6.1","52","37,800"
583,"Girl in the Basement","2021","88","12","6.3",NULL,"12,405"
584,"Planes, Trains & Automobiles","1987","93","15","7.6","72","156,703"
585,"Indiana Jones and the Kingdom of the Crystal Skull","2008","122","12A","6.2","65","484,441"
586,"Indiana Jones and the Last Crusade","1989","127","PG","8.2","65","798,120"
587,"Beetlejuice","1988","92","15","7.5","70","331,040"
588,"Pirates of the Caribbean: The Curse of the Black Pearl","2003","143","12A","8.1","63","1,186,038"
589,"65","2023","93","12A","5.4","40","80,708"
590,"The Lobster","2015","119","15","7.1","82","280,192"
591,"Femme","2023","99","18","7.8","67","503"
592,"Dazed and Confused","1993","103","18","7.6","82","195,910"
593,"Barbarian","2022","102","18","7.0","78","168,434"
594,"The Sound of Music","1965","172","U","8.1","63","252,655"
595,"2001: A Space Odyssey","1968","149","U","8.3","84","705,604"
596,"Silent Night","2021","92","15","5.7","52","17,315"
597,"The Truman Show","1998","103","PG","8.2","90","1,162,480"
598,"Don't Look Up","2021","138","15","7.2","49","579,343"
599,"Inside Out 2","2024","N/A",NULL,NULL,NULL,"N/A"
600,"Drive","2011","100","18","7.8","79","690,000"
601,"The Outsiders","1983","91","PG","7.0","45","95,002"
602,"Thor: Love and Thunder","2022","118","12A","6.2","57","386,035"
603,"Sicario","2015","121","15","7.7","82","461,536"
604,"Love & Other Drugs","2010","112","15","6.7","55","218,869"
605,"Taxi Driver","1976","114","X","8.2","94","897,873"
606,"Pig","2021","92","15","6.9","82","86,064"
607,"Top Gun","1986","109","15","6.9","50","489,591"
608,"Memento","2000","113","15","8.4","83","1,299,222"
609,"Happiest Season","2020","102","12","6.6","69","45,579"
610,"Lolita","1997","137","18","6.8","46","64,944"
611,"Trading Places","1983","116","15","7.5","69","161,639"
612,"Scream VI","2023","122","18","6.5","61","111,976"
613,"The Shining","1980","146","X","8.4","66","1,084,700"
614,"300","2006","117","15","7.6","52","851,963"
615,"The Usual Suspects","1995","106","18","8.5","76","1,128,117"
616,"RoboCop","1987","102","18","7.6","70","276,399"
617,"The Devil Wears Prada","2006","109","PG","6.9","62","450,360"
618,"Malena","2000","108","15","7.4","54","109,907"
619,"Quiz Lady","2023","99","R","6.7","59","13,717"
620,"Knives Out","2019","130","12A","7.9","82","749,809"
621,"The Bishop's Wife","1947","109","U","7.6","73","19,914"
622,"Dune","1984","137","12","6.3","41","169,222"
623,"Boogie Nights","1997","155","18","7.9","86","278,165"
624,"It Ends with Us","2024","N/A",NULL,NULL,NULL,"N/A"
625,"Doctor Strange in the Multiverse of Madness","2022","126","12A","6.9","60","462,144"
626,"The Irishman","2019","209","15","7.8","94","420,365"
627,"Avatar","2009","162","12A","7.9","83","1,367,499"
628,"Prey","2022","100","15","7.1","71","218,991"
629,"Dogtooth","2009","97","18","7.2","73","104,948"
630,"12 Angry Men","1957","96","U","9.0","97","843,824"
631,"Hell or High Water","2016","102","15","7.6","88","246,660"
632,"Madame Web","2024","N/A",NULL,NULL,NULL,"N/A"
633,"Le Mans '66","2019","152","12A","8.1","81","446,866"
634,"Tropic Thunder","2008","107","15","7.1","71","440,128"
635,"Divergent","2014","139","12A","6.6","48","481,343"
636,"Bone Tomahawk","2015","132","18","7.1","72","114,181"
637,"Sense and Sensibility","1995","136","U","7.7","84","123,108"
638,"Black Adam","2022","125","12A","6.2","41","264,312"
639,"The Dreamers","2003","115","18","7.1","63","128,944"
640,"Cars","2006","117","PG","7.2","73","455,949"
641,"Fast Times at Ridgemont High","1982","90","X","7.1","61","113,514"
642,"La La Land","2016","128","12A","8.0","94","644,157"
643,"The Mummy","2017","111","15","5.4","34","202,575"
644,"1917","2019","119","15","8.2","78","653,181"
645,"Cobweb","2023","88","15","6.0","50","24,443"
646,"American Hustle","2013","138","15","7.2","90","495,801"
647,"Black Hawk Down","2001","144","15","7.7","74","417,122"
648,"Glass Onion: A Knives Out Mystery","2022","139","12A","7.1","81","419,461"
649,"Pearl Harbor","2001","183","12","6.2","44","347,473"
650,"Apocalypse Now","1979","147","X","8.4","94","698,041"
651,"The Hateful Eight","2015","168","18","7.8","68","644,276"
652,"Where the Crawdads Sing","2022","125","15","7.2","43","112,050"
653,"Mystery of the Wax Museum","1933","77","A","6.8",NULL,"6,657"
654,"Harry Potter and the Order of the Phoenix","2007","138","12A","7.5","71","618,841"
655,"The Hangover","2009","100","18","7.7","73","828,750"
656,"The Girl Next Door","2004","109","15","6.7","47","235,923"
657,"Meet Joe Black","1998","178","12","7.2","43","259,043"
658,"Santa Claus: The Movie","1985","107","U","6.2",NULL,"15,064"
659,"Die Hard 2","1990","124","15","7.1","67","376,545"
660,"It","2017","135","15","7.3","69","591,997"
661,"Last Night in Soho","2021","116","18","7.0","65","168,161"
662,"City of God","2002","130","18","8.6","79","788,190"
663,"Godzilla","1998","139","PG","5.4","32","200,467"
664,"Memory","2023","100","R","7.0","73","418"
665,"The Fabelmans","2022","151","12A","7.5","84","108,557"
666,"Ghosted","2023","116","12","5.8","34","56,176"
667,"Sea of Love","1989","113","18","6.8","66","43,541"
668,"Mulholland Drive","2001","147","15","7.9","86","376,779"
669,"Deadpool","2016","108","15","8.0","65","1,099,546"
670,"Spider-Man","2002","121","12","7.4","73","862,115"
671,"All Quiet on the Western Front","2022","148","15","7.8","76","229,992"
672,"Aftersun","2022","102","12A","7.7","95","80,282"
673,"Bob Marley: One Love","2024","N/A",NULL,NULL,NULL,"N/A"
674,"The Great Gatsby","2013","143","12A","7.2","55","583,032"
675,"Perfect Days","2023","123","PG","7.9","72","2,001"
676,"Better Watch Out","2016","89","15","6.5","67","44,041"
677,"She's All That","1999","95","12","5.9","51","101,617"
678,"Pathaan","2023","146","Not Rated","5.9","47","150,247"
679,"Howl's Moving Castle","2004","119","U","8.2","82","432,125"
680,"Mr. & Mrs. Smith","2005","120","15","6.5","55","527,565"
681,"Kill Bill: Vol. 1","2003","111","18","8.2","69","1,169,521"
682,"Ghostbusters: Afterlife","2021","124","12A","7.1","45","205,731"
683,"Harry Potter and the Half-Blood Prince","2009","153","12A","7.6","78","581,453"
684,"Arthur Christmas","2011","97","U","7.1","69","65,027"
685,"Snowpiercer","2013","126","15","7.1","84","382,222"
686,"Nymphomaniac: Vol. I","2013","117","18","6.9","64","129,756"
687,"The Social Network","2010","120","12A","7.8","95","744,528"
688,"Pretty Woman","1990","119","15","7.1","51","347,672"
689,"About Time","2013","123","12A","7.8","55","376,576"
690,"Trolls","2016","92","U","6.4","55","89,457"
691,"Stand by Me","1986","89","15","8.1","75","431,980"
692,"Taylor Swift: The Eras Tour","2023","169","12A","8.3","83","13,132"
693,"Braveheart","1995","178","15","8.3","68","1,076,368"
694,"Come and See","1985","142","15","8.4",NULL,"92,399"
695,"The Terminator","1984","107","18","8.1","84","908,275"
696,"Three Thousand Years of Longing","2022","108","15","6.7","60","56,681"
697,"Stillwater","2021","139","15","6.6","60","53,372"
698,"Black Angel","1946","81","PG","6.9",NULL,"3,777"
699,"The Fifth Element","1997","126","PG","7.6","52","496,741"
700,"The Age of Adaline","2015","112","12A","7.2","51","197,410"
701,"Casino Royale","2006","144","15","8.0","80","684,284"
702,"Falling for Christmas","2022","93","PG","5.2","40","26,786"
703,"Black Christmas","1974","98","15","7.1","65","46,299"
704,"Jack Reacher","2012","130","15","7.0","50","358,626"
705,"Logan","2017","137","15","8.1","77","812,587"
706,"10 Things I Hate About You","1999","97","12","7.3","70","372,745"
707,"Terminator 2: Judgment Day","1991","137","15","8.6","75","1,152,635"
708,"Nope","2022","130","15","6.8","77","251,723"
709,"Grave of the Fireflies","1988","89","12A","8.5","94","300,546"
710,"The Wizard of Oz","1939","102","A","8.1","92","420,763"
711,"Self Reliance","2023","85","15",NULL,"65","N/A"
712,"The Fast and the Furious","2001","106","15","6.8","58","411,509"
713,"Heart of Stone","2023","122","12","5.7","44","54,338"
714,"The Greatest Showman","2017","105","PG","7.5","48","303,116"
715,"The Deer Hunter","1978","183","X","8.1","86","355,952"
716,"What Every Frenchwoman Wants","1986","95",NULL,"5.6",NULL,"4,854"
717,"When Harry Met Sally","1989","95","15","7.7","76","236,286"
718,"Birds of Prey","2020","109","15","6.1","60","259,177"
719,"West Side Story","2021","156","12A","7.1","85","92,581"
720,"Cocaine Bear","2023","95","15","5.9","54","99,984"
721,"Meet Me In St. Louis","1944","113","U","7.5","94","26,577"
722,"Sing","2016","108","U","7.1","59","186,037"
723,"Mortal World 2","2023","117",NULL,"7.6",NULL,"2,379"
724,"Ant-Man and the Wasp: Quantumania","2023","124","12A","6.1","48","214,126"
725,"The Town","2010","125","15","7.5","74","409,392"
726,"The Godfather Part II","1974","202","X","9.0","90","1,338,387"
727,"Mad Max 2","1981","96","X","7.6","77","190,272"
728,"Waitress","2023","144",NULL,"8.6","74","469"
729,"Kaiva","2023","138",NULL,"7.4",NULL,"25,211"
730,"Iron Man","2008","126","12A","7.9","79","1,106,315"
731,"Locked In","2023","96","15","5.1",NULL,"6,683"
732,"The Lion King","1994","88","U","8.5","88","1,118,181"
733,"The Mummy","1999","124","PG-13","7.1","48","452,758"
734,"Just Friends","2005","96","12A","6.2","47","125,183"
735,"Society of the Snow","2023","144","15","7.7","70","493"
736,"Dead Poets Society","1989","128","PG","8.1","79","529,761"
737,"Ocean's Eleven","2001","116","12","7.7","74","606,909"
738,"Fall","2022","107","15","6.4","62","96,773"
739,"Encanto","2021","102","PG","7.2","75","251,257"
