"id","title","genre","years","duration","rating","people_rating","critic_rating","votes"
2526,"What's Love Got to Do with It?","Comedy","2022","108","12A","6.3","59","8,623"
2527,"Bound","Crime","1996","109","18","7.3","64","59,650"
2528,"Slave Girls","Adventure","1967","95","A","4.5",NULL,"1,279"
2529,"21 Bridges","Action","2019","99","15","6.6","51","72,350"
2530,"Cool Hand Luke","Crime","1967","127","A","8.1","92","186,007"
2531,"Kiki's Delivery Service","Animation","1989","103","U","7.8","85","159,060"
2532,"Logan's Run","Action","1976","119","A","6.8","53","59,997"
2533,"The Piano","Drama","1993","121","15","7.5","89","93,665"
2534,"Casper","Comedy","1995","100","PG","6.2","49","145,084"
2535,"The Upside","Comedy","2017","126","12A","7.0","46","61,751"
2536,"A Good Day to Die Hard","Action","2013","98","15","5.2","28","213,082"
2537,"The Beast","Drama","2023","146",NULL,"6.6","80","538"
2538,"Valkyrie","Drama","2008","121","12A","7.1","56","256,050"
2539,"Back to School","Comedy","1986","96","15","6.7","68","35,452"
2540,"Now and Then","Comedy","1995","102","PG","6.8","50","31,932"
2541,"Independence Day: Resurgence","Action","2016","120","12A","5.2","32","186,710"
2542,"Mid90s","Comedy","2018","85","15","7.3","66","75,452"
2543,"Tora! Tora! Tora!","Action","1970","144","U","7.5","46","36,632"
2544,"Cold Feet","Comedy","2018","97",NULL,"6.2",NULL,"1,235"
2545,"Babel","Drama","2006","143","15","7.5","69","314,174"
2546,"Body of Lies","Action","2008","128","15","7.0","57","236,915"
2547,"Punch-Drunk Love","Comedy","2002","95","15","7.3","78","173,881"
2548,"Jungle","Action","2017","115","15","6.7","48","61,759"
2549,"Assassin's Creed","Action","2016","115","PG-13","5.6","36","206,655"
2550,"Shortbus","Comedy","2006","101","18","6.4","64","35,017"
2551,"They Were Expendable","Drama","1945","135","A","7.2","86","9,119"
2552,"Vivarium","Horror","2019","97","15","5.9","64","70,869"
2553,"Candyman","Horror","2021","91","15","5.9","72","74,119"
2554,"The Caine Mutiny Court-Martial","Drama","2023","108","12","6.8","71","2,178"
2555,"The Poseidon Adventure","Action","1972","117","A","7.1","70","48,309"
2556,"The Room","Drama","2003","99","Not Rated","3.6","9","93,822"
2557,"Carrie","Drama","2013","100","15","5.8","53","146,644"
2558,"Oliver!","Drama","1968","153","U","7.4","74","40,733"
2559,"Kingpin","Comedy","1996","114","12","6.9","43","89,663"
2560,"Butch Cassidy and the Sundance Kid","Biography","1969","110","A","8.0","66","224,241"
2561,"The Man with the Golden Gun","Action","1974","125","A","6.7","43","111,448"
2562,"A Very Harold & Kumar 3D Christmas","Adventure","2011","90","18","6.2","61","71,966"
2563,"The World's End","Action","2013","109","15","6.9","81","294,807"
2564,"Epic Movie","Adventure","2007","86","12A","2.4","17","108,681"
2565,"Onward","Animation","2020","102","U","7.4","61","165,067"
2566,"Emily the Criminal","Crime","2022","97","15","6.7","75","50,016"
2567,"The Miracle Club","Comedy","2023","90","12A","6.3","49","1,901"
2568,"Marry Me","Comedy","2022","112","12A","6.1","51","38,786"
2569,"Philadelphia","Drama","1993","125","12","7.7","66","254,165"
2570,"Ladies of the Chorus","Musical","1948","61","A","6.1",NULL,"1,527"
2571,"American Outlaws","Action","2001","94","12","5.9","25","17,238"
2572,"The Great Indian Family","Family","2023","112","12A","6.0",NULL,"6,249"
2573,"Nebraska","Drama","2013","115","15","7.7","86","121,837"
2574,"Crocodile Dundee","Action","1986","97","15","6.6","62","113,234"
2575,"Rango","Animation","2011","107","PG","7.3","75","287,604"
2576,"Fast X: Part 2","Action","2025","N/A",NULL,NULL,NULL,"N/A"
2577,"Out of the Furnace","Action","2013","116","15","6.7","63","123,122"
2578,"Peter Pan & Wendy","Action","2023","106","PG","4.4","61","26,837"
2579,"Lara Croft: Tomb Raider","Action","2001","100","15","5.7","33","216,730"
2580,"Meet the Parents","Comedy","2000","108","12","7.0","73","349,914"
2581,"Night of the Missing","Horror","2023","73",NULL,"4.1",NULL,"191"
2582,"The Invitation","Horror","2022","105","15","5.3","45","29,348"
2583,"American Pie 2","Comedy","2001","105","15","6.4","43","267,008"
2584,"Blood & Gold","Action","2023","98","18","6.5",NULL,"15,412"
2585,"John and the Hole","Drama","2021","103","15","5.2","61","4,440"
2586,"Enola Holmes 2","Action","2022","129","12A","6.8","64","95,143"
2587,"Final Destination 2","Horror","2003","90","15","6.2","38","178,943"
2588,"Unstoppable","Action","2010","98","12A","6.8","69","205,499"
2589,"The Apprentice","Biography",NULL,"N/A",NULL,NULL,NULL,"N/A"
2590,"Occupied City","Documentary","2023","246","PG-13","7.0","75","122"
2591,"The Final Destination","Horror","2009","82","15","5.1","30","113,265"
2592,"As Above, So Below","Horror","2014","93","15","6.2","39","108,145"
2593,"The Peanut Butter Falcon","Adventure","2019","97","12A","7.6","70","99,325"
2594,"Beyond Utopia","Documentary","2023","115","15","7.8","84","571"
2595,"Gadar 2","Action","2023","170","15","5.3",NULL,"21,199"
2596,"Cheaper by the Dozen","Comedy","2003","98","PG","5.9","46","107,479"
2597,"Fracture","Crime","2007","113","15","7.2","68","215,442"
2598,"Love Me","Drama","2024","92",NULL,NULL,NULL,"N/A"
2599,"Draft Day","Drama","2014","110","15","6.8","54","65,296"
2600,"Six Days Seven Nights","Action","1998","102","12","5.9","51","82,314"
2601,"Zathura: A Space Adventure","Action","2005","101","PG","6.2","67","113,006"
2602,"Empire of Light","Drama","2022","115","15","6.6","54","22,414"
2603,"Leave No Trace","Adventure","2018","109","PG","7.1","88","64,072"
2604,"Dog Day Afternoon","Biography","1975","125","X","8.0","86","269,650"
2605,"Enchanted","Animation","2007","107","PG","7.1","75","214,506"
2606,"The Secret Life of Pets","Animation","2016","87","U","6.5","61","213,705"
2607,"Suspiria","Horror","1977","99","X","7.3","79","103,026"
2608,"The Tree of Life","Drama","2011","139","12A","6.8","85","182,441"
2609,"A Cinderella Story","Comedy","2004","95","PG","5.9","25","92,660"
2610,"Daredevil","Action","2003","103","15","5.3","42","227,040"
2611,"After We Fell","Drama","2021","98","15","4.7",NULL,"18,907"
2612,"Lisa Frankenstein","Comedy","2024","N/A",NULL,NULL,NULL,"N/A"
2613,"Return to Silent Hill","Horror","2024","N/A",NULL,NULL,NULL,"N/A"
2614,"Jack Ryan: Shadow Recruit","Action","2014","105","12A","6.2","57","137,037"
2615,"All Souls","Crime","2023","81","15","5.2",NULL,"193"
2616,"The Elephant Man","Biography","1980","124","AA","8.2","78","254,150"
2617,"The Witches","Adventure","2020","106","PG","5.4","47","45,175"
2618,"Dirty Games","Romance","2022","87","18","3.4",NULL,"444"
2619,"The Cannonball Run","Action","1981","95","A","6.2","28","39,157"
2620,"On Borrowed Time","Drama","1939","99","A","7.7",NULL,"2,170"
2621,"Eragon","Action","2006","104","PG","5.1","38","129,472"
2622,"The Next Three Days","Action","2010","133","12A","7.3","52","204,087"
2623,"Dracula Untold","Action","2014","92","15","6.2","40","205,080"
2624,"Mr. Deeds","Comedy","2002","96","12A","5.8","24","150,581"
2625,"Khufiya","Action","2023","157","15","6.0",NULL,"5,564"
2626,"The Book Thief","Drama","2013","131","12A","7.5","53","140,989"
2627,"Saw II","Horror","2005","93","18","6.6","40","272,319"
2628,"Weekend at Bernie's","Adventure","1989","97","12","6.4","32","61,498"
2629,"Michael Clayton","Crime","2007","119","15","7.2","82","171,887"
2630,"12 Strong","Action","2018","130","15","6.5","54","90,029"
2631,"Field of Dreams","Drama","1989","107","PG","7.5","57","125,827"
2632,"The Mask of Zorro","Action","1998","136","PG","6.8","63","194,765"
2633,"Hostel: Part II","Horror","2007","94","18","5.5","46","94,725"
2634,"Total Recall","Action","2012","118","12A","6.2","43","263,687"
2635,"White House Down","Action","2013","131","12A","6.3","52","233,305"
2636,"The Alamo","Adventure","1960","162","U","6.8",NULL,"17,198"
2637,"The American President","Comedy","1995","114","15","6.8","68","59,938"
2638,"Christine","Horror","1983","110","18","6.8","57","90,623"
2639,"Nausicaä of the Valley of the Wind","Animation","1984","117",NULL,"8.0","86","178,526"
2640,"War","Action","2007","103","18","6.2","36","95,622"
2641,"Red River","Drama","1948","133","U","7.8","96","33,658"
2642,"Evil Dead","Horror","2013","91","18","6.5","57","194,435"
2643,"What Dreams May Come","Drama","1998","113","15","7.0","44","113,086"
2644,"Puppy Love","Comedy","2023","106","R","6.3",NULL,"4,877"
2645,"Begin Again","Comedy","2013","104","15","7.4","62","164,533"
2646,"The Autopsy of Jane Doe","Horror","2016","86","15","6.8","65","134,204"
2647,"The Good Shepherd","Drama","2006","167","15","6.7","61","106,956"
2648,"Gridiron Gang","Biography","2006","125","12A","7.1","52","80,115"
2649,"The Art of Racing in the Rain","Comedy","2019","109","PG","7.5","43","36,625"
2650,"The Crying Game","Crime","1992","112","18","7.2","90","59,200"
2651,"Yes Day","Comedy","2021","86","PG","5.7","46","28,803"
2652,"In the Mouth of Madness","Drama","1994","95","18","7.1","53","77,546"
2653,"Freddy vs. Jason","Action","2003","97","18","5.7","37","125,968"
2654,"Arctic Blast","Action","2010","92","PG","3.9",NULL,"3,975"
2655,"The Seventh Seal","Drama","1957","96","X","8.1","88","195,059"
2656,"Up in the Air","Comedy","2009","109","15","7.4","83","346,679"
2657,"Steel Magnolias","Comedy","1989","117","PG","7.3","56","61,470"
2658,"The Secret Garden","Drama","1993","101","U","7.3","74","43,709"
2659,"The Iron Giant","Animation","1999","86","U","8.1","85","219,906"
2660,"The Queen Mary","Drama","2023","125","18","4.2",NULL,"2,336"
2661,"Forever Love","Drama","2020","85","TV-G","5.7",NULL,"1,815"
2662,"The Raid","Action","2011","101","18","7.6","73","214,197"
2663,"Devotion","Action","2022","139","12","6.6","66","25,888"
2664,"Slumberland","Adventure","2022","117","PG","6.7","40","29,352"
2665,"Elena Knows","Drama","2023","100","15","5.4",NULL,"468"
2666,"Miss Congeniality","Action","2000","109","12","6.3","43","225,633"
2667,"Priest","Action","2011","87","12A","5.7","41","123,254"
2668,"Airborne","Adventure","1993","91","PG","6.2","28","7,477"
2669,"EverAfter","Drama","1998","121","PG","7.1","66","80,599"
2670,"Knowing","Action","2009","121","15","6.2","41","244,531"
2671,"Journey to the Center of the Earth","Action","2008","93","PG","5.8","57","129,721"
2672,"Inherent Vice","Comedy","2014","148","15","6.6","81","109,360"
2673,"Tiger Nageswara Rao","Action","2023","172","15","6.3",NULL,"2,714"
2674,"Birth/Rebirth","Drama","2023","101","15","6.2","78","3,878"
2675,"Lamb","Drama","2021","106","15","6.3","68","35,895"
2676,"McLintock!","Comedy","1963","126","PG","7.1","62","16,274"
2677,"Sophie's Choice","Drama","1982","150","15","7.5","68","51,678"
2678,"The Jerk","Comedy","1979","94","AA","7.1","61","63,102"
2679,"The Lie","Drama","2018","97","15","5.8","45","19,377"
2680,"Diamonds Are Forever","Action","1971","120","12","6.5","59","112,499"
2681,"Beowulf","Animation","2007","115","12A","6.3","59","172,656"
2682,"Soylent Green","Crime","1973","97","AA","7.0","66","69,541"
2683,"Englemageren","Crime","2023","94",NULL,"5.2",NULL,"1,311"
2684,"Big Jake","Drama","1971","110","AA","7.1","57","14,093"
2685,"Hairspray","Comedy","2007","117","PG","6.7","81","136,878"
2686,"Lovelace","Biography","2013","93","18","6.2","51","42,361"
2687,"Panic Room","Crime","2002","112","15","6.8","65","292,693"
2688,"The Yellow Rolls-Royce","Comedy","1964","122","A","6.4",NULL,"3,911"
2689,"Dirty Grandpa","Comedy","2016","102","15","5.9","21","131,136"
2690,"The Starving Games","Adventure","2013","83","12","3.2",NULL,"22,148"
2691,"Patriot Games","Action","1992","117","15","6.8","64","118,656"
2692,"Harold & Kumar Get the Munchies","Adventure","2004","88","15","7.0","64","203,798"
2693,"Noah","Action","2014","138","12A","5.8","68","263,833"
2694,"Ghostbusters II","Action","1989","108","PG","6.6","56","219,023"
2695,"Glory","Biography","1989","122","15","7.8","78","141,973"
2696,"Rambo","Action","2008","92","18","7.0","46","241,819"
2697,"Cinderella","Comedy","2021","113","12","4.4","41","45,423"
2698,"C'mon C'mon","Drama","2021","109","15","7.4","82","37,131"
2699,"Tank Girl","Action","1995","104","15","5.4","46","34,083"
2700,"Avatar 3","Action","2025","N/A",NULL,NULL,NULL,"N/A"
2701,"I'm Not There","Biography","2007","135","15","6.8","73","60,650"
2702,"Romeo and Juliet","Drama","1968","138","A","7.6","69","34,175"
2703,"There's Still Tomorrow","Comedy","2023","118",NULL,"7.9",NULL,"2,431"
2704,"Tommy Boy","Adventure","1995","97","PG-13","7.1","46","95,356"
2705,"What Women Want","Comedy","2000","127","12","6.4","47","218,906"
2706,"Fire in the Sky","Biography","1993","109","15","6.5","42","27,710"
2707,"Death Wish","Action","1974","93","X","6.9","51","42,677"
2708,"No Way Out","Action","1987","114","15","7.1","77","44,700"
2709,"Twins","Comedy","1988","107","PG","6.1","50","134,389"
2710,"Back to the Future Part III","Adventure","1990","118","PG","7.4","55","472,460"
2711,"The Old Way","Action","2023","95","15","5.5","43","7,620"
2712,"Raising Arizona","Comedy","1987","94","15","7.3","69","147,640"
2713,"Christmas on Mistletoe Farm","Comedy","2022","102","U","4.5",NULL,"1,744"
2714,"Adore","Drama","2013","112","15","6.2","37","36,179"
2715,"The Fountain","Drama","2006","97","15","7.2","51","246,744"
2716,"Glengarry Glen Ross","Crime","1992","100","15","7.7","82","113,746"
2717,"Entergalactic","Animation","2022","93","15","7.3",NULL,"14,293"
2718,"You Were Never Really Here","Crime","2017","89","15","6.7","84","125,747"
2719,"Lord of the Flies","Adventure","1990","90","15","6.4","49","32,923"
2720,"The Conversation","Drama","1974","113","AA","7.8","87","118,737"
2721,"Under the Boardwalk","Animation","2023","83","PG","5.8",NULL,"376"
2722,"Bye Bye Barry","Documentary","2023","92",NULL,"7.9",NULL,"1,117"
2723,"UFO","Drama","2018","88","12","6.2",NULL,"11,177"
2724,"Genius","Biography","2016","104","12","6.5","56","20,966"
2725,"Tu Jhoothi Main Makkaar","Comedy","2023","150","12A","6.0",NULL,"25,693"
2726,"The Beasts","Drama","2022","137","15","7.5","85","15,402"
2727,"Rambo: Last Blood","Action","2019","89","18","6.1","26","107,239"
2728,"The Lego Batman Movie","Animation","2017","104","U","7.3","75","168,414"
2729,"My Fair Lady","Drama","1964","170","U","7.7","95","100,031"
2730,"Mannequin","Comedy","1987","90","PG","6.0","21","34,784"
2731,"El Conde","Comedy","2023","110","15","6.5","72","7,106"
2732,"The Long Goodbye","Comedy","1973","112","X","7.5","87","35,534"
2733,"Midnight Run","Action","1988","126","15","7.5","78","92,521"
2734,"American Underdog","Biography","2021","112","U","7.1","53","20,133"
2735,"Laputa: Castle in the Sky","Animation","1986","125","PG","8.0","78","177,274"
2736,"Kate","Action","2021","106","15","6.2","47","68,807"
2737,"Beast","Action","2022","93","15","5.6","54","38,568"
2738,"tick, tick... BOOM!","Biography","2021","120","12A","7.5","74","116,526"
2739,"The Client","Crime","1994","119","15","6.7","65","72,318"
2740,"Godzilla: Final Wars","Action","2004","125","PG-13","6.3",NULL,"9,242"
2741,"Fallen","Action","1998","124","15","7.0",NULL,"90,348"
2742,"Mirror Mirror 2: Raven Dance","Horror","1994","91","18","3.7",NULL,"536"
2743,"King Richard","Biography","2021","144","12A","7.5","76","130,150"
2744,"Van Wilder: Party Liaison","Comedy","2002","92","15","6.4","26","114,090"
2745,"Eurovision Song Contest: The Story of Fire Saga","Comedy","2020","123","12","6.5","50","100,513"
2746,"Predator 2","Action","1990","108","18","6.3","46","179,056"
2747,"Father of the Bride","Comedy","1991","105","PG","6.5","51","82,600"
2748,"Dark Harvest","Fantasy","2023","96","15","5.5","51","4,965"
2749,"Meet the Fockers","Comedy","2004","115","12A","6.3","41","282,805"
2750,"The Hours","Drama","2002","110","12A","7.5","80","137,186"
2751,"Hellraiser","Horror","1987","94","18","6.9","56","137,893"
2752,"The Boss Baby","Animation","2017","97","U","6.3","50","137,944"
2753,"The Nativity Story","Adventure","2006","101","PG","6.8","52","12,137"
2754,"Bad Boys for Life","Action","2020","124","15","6.5","59","171,622"
2755,"The Dive","Drama","2023","91","15","5.5","57","2,965"
2756,"Harakiri","Action","1962","133","X","8.6","85","65,518"
2757,"Lucy Shimmers and the Prince of Peace","Drama","2020","87","7+","7.1",NULL,"920"
2758,"Simulant","Crime","2023","95","Not Rated","5.2",NULL,"4,376"
2759,"The Jungle Book","Animation","1967","78","U","7.6","65","195,122"
2760,"The Last House on the Left","Horror","2009","110","18","6.5","42","98,875"
2761,"The Matrix Revolutions","Action","2003","129","15","6.7","47","535,789"
2762,"Hush","Horror","2016","82","15","6.6","67","150,433"
2763,"Kiss the Girls","Crime","1997","115","18","6.6","46","79,626"
2764,"Slither","Comedy","2006","95","15","6.5","69","87,704"
2765,"Home for the Holidays","Comedy","1995","103","15","6.6","57","14,342"
2766,"The Mail Lady","Thriller","2023","N/A",NULL,"4.8",NULL,"23"
2767,"Network","Drama","1976","121","AA","8.1","83","167,287"
2768,"Rounders","Crime","1998","121","15","7.3","54","158,268"
2769,"S.W.A.T.","Action","2003","117","12A","6.1","45","152,690"
2770,"Friday After Next","Comedy","2002","85","15","5.8","35","29,522"
2771,"The Death of Stalin","Comedy","2017","107","15","7.2","88","110,796"
2772,"The Sadness","Horror","2021","99","TV-MA","6.4","68","17,659"
2773,"You're Next","Drama","2011","95","18","6.6","66","107,815"
2774,"Allied","Action","2016","124","15","7.1","60","165,815"
2775,"The Wrestler","Drama","2008","109","15","7.9","80","316,826"
2776,"Pinocchio","Adventure","2022","105","PG","5.1","38","40,875"
2777,"Transformers: Revenge of the Fallen","Action","2009","149","12A","6.0","35","423,454"
2778,"47 Ronin","Action","2013","128","12A","6.2","28","168,799"
2779,"Take Care of Maya","Documentary","2023","103","12","7.8","64","8,322"
2780,"Before Sunset","Drama","2004","80","15","8.1","91","282,276"
2781,"The Forgotten Battle","Drama","2020","124","15","7.1",NULL,"35,872"
2782,"8MM","Crime","1999","123","18","6.6","19","140,520"
2783,"The Ritual Killer","Crime","2023","92","15","4.3",NULL,"6,019"
2784,"The Searchers","Adventure","1956","119","PG","7.8","94","94,740"
2785,"Consecration","Horror","2023","91","R","5.2","40","3,409"
2786,"Monsters University","Animation","2013","104","U","7.2","65","382,150"
2787,"Twin Peaks: Fire Walk with Me","Drama","1992","134","18","7.3","45","103,160"
2788,"Isle of Dogs","Animation","2018","101","PG","7.8","82","186,284"
2789,"Slap Shot","Comedy","1977","123","X","7.2","61","40,562"
2790,"Risky Business","Comedy","1983","99","18","6.8","75","98,063"
2791,"Bronson","Action","2008","92","18","7.0","71","138,981"
2792,"Ran","Action","1985","160","15","8.2","97","133,455"
2793,"The Pink Panther","Comedy","1963","115","A","7.0","55","55,503"
2794,"Lightyear","Animation","2022","105","PG","6.1","60","120,503"
2795,"Georgia Rule","Comedy","2007","113","15","5.9","25","26,208"
2796,"Small Soldiers","Action","1998","108","PG","6.2",NULL,"104,342"
2797,"Striptease","Comedy","1996","115","15","4.5","37","47,485"
2798,"Dead End","Adventure","2003","85","15","6.5",NULL,"31,550"
2799,"Great Expectations","Drama","1998","111","15","6.8","55","56,262"
2800,"Foxcatcher","Biography","2014","134","15","7.0","81","147,545"
2801,"Rocky IV","Drama","1985","91","PG","6.9","40","222,502"
2802,"I Care a Lot","Comedy","2020","118","15","6.4","66","142,110"
2803,"The Monuments Men","Comedy","2014","118","12A","6.1","52","137,770"
2804,"Tale of Tales","Drama","2015","134","15","6.4","72","30,671"
2805,"Lost in Space","Action","1998","130","PG","5.2","42","74,347"
2806,"Ant-Man and the Wasp","Action","2018","118","12A","7.0","70","440,004"
2807,"Bitter Moon","Drama","1992","139","18","7.2","62","41,796"
2808,"Prince of Persia: The Sands of Time","Action","2010","116","12A","6.6","50","300,649"
2809,"It's a Mad Mad Mad Mad World","Action","1963","210","U","7.5","59","45,084"
2810,"All the Money in the World","Biography","2017","132","15","6.8","72","89,571"
2811,"Hall Pass","Comedy","2011","105","15","5.9","45","129,865"
2812,"Tron","Action","1982","96","A","6.7","58","127,457"
2813,"Masters of the Universe","Action","1987","106","PG","5.3","35","43,497"
2814,"Vengeance","Comedy","2022","107","15","6.8","65","32,914"
2815,"Identity Thief","Comedy","2013","111","15","5.7","35","139,588"
2816,"Scream 2","Horror","1997","120","18","6.3","63","206,125"
2817,"Deepwater Horizon","Action","2016","107","12A","7.1","68","178,639"
2818,"Becky","Action","2020","93","18","6.0","54","23,437"
2819,"Ghost Ship","Horror","2002","91","18","5.6","28","107,763"
2820,"Angel Heart","Horror","1987","113","18","7.2","61","94,100"
2821,"Behind Enemy Lines","Action","2001","106","12","6.4","49","111,260"
2822,"Paranormal Activity","Horror","2007","86","15","6.3","68","252,895"
2823,"Guardians of the Formula","Drama","2023","120",NULL,"8.6",NULL,"1,872"
2824,"The Surprise Visit","Thriller","2022","86",NULL,"4.5",NULL,"1,540"
2825,"Papillon","Adventure","2017","133","15","7.2","51","83,165"
2826,"Polite Society","Action","2023","104","12A","6.7","75","8,111"
2827,"Blade II","Action","2002","117","18","6.7","52","230,840"
2828,"Aristotle and Dante Discover the Secrets of the Universe","Drama","2022","98","PG-13","7.4","69","812"
2829,"Teeth","Comedy","2007","94","18","5.4","57","45,959"
2830,"Lion","Biography","2016","118","PG","8.0","69","247,361"
2831,"Rotting in the Sun","Comedy","2023","109","18","6.9","70","2,239"
2832,"Green Street","Crime","2005","109","18","7.4","55","159,456"
2833,"Havoc","Action",NULL,"N/A",NULL,NULL,NULL,"N/A"
2834,"Evolution","Comedy","2001","101","PG","6.1","40","134,541"
2835,"Borat Subsequent Moviefilm","Comedy","2020","95","15","6.6","68","150,333"
2836,"The Brown Bunny","Drama","2003","93","18","4.9","51","16,368"
2837,"Christmas with the Chosen: Holy Night","Music","2023","125",NULL,NULL,NULL,"N/A"
2838,"AVP: Alien vs. Predator","Action","2004","101","15","5.7","29","209,376"
2839,"Double Indemnity","Crime","1944","107","A","8.3","95","164,831"
2840,"Luckiest Girl Alive","Drama","2022","113","18","6.4","54","54,177"
2841,"King Kong","Adventure","1976","134","A","5.9","61","34,832"
2842,"All I Want for Christmas","Comedy","1991","92","U","5.9",NULL,"5,439"
2843,"A Night at the Roxbury","Comedy","1998","82","15","6.2","26","63,488"
2844,"Welcome to Redville","Drama","2023","88",NULL,"3.8",NULL,"150"
2845,"Charlie's Angels","Action","2019","118","12A","5.0","52","78,268"
2846,"Year One","Comedy","2009","97","15","4.9","34","102,414"
2847,"The Babadook","Horror","2014","94","15","6.8","86","242,535"
2848,"Emancipation","Action","2022","132","15","6.2","53","25,741"
2849,"The Blackening","Comedy","2022","97","15","6.0","67","15,895"
2850,"Fools Rush In","Comedy","1997","109","12","6.1","37","38,942"
2851,"Jigsaw","Horror","2017","92","18","5.7","39","90,071"
2852,"The Witches of Eastwick","Comedy","1987","118","18","6.5","67","75,944"
2853,"Dicks: The Musical","Comedy","2023","86","R","5.5","57","1,653"
2854,"Hardcore","Crime","1979","108","X","7.0","63","13,150"
2855,"House of 1000 Corpses","Horror","2003","89","18","6.0","31","92,062"
2856,"Tuntematon sotilas","Drama","2017","180","15","7.7",NULL,"12,546"
2857,"Noel","Drama","2004","96","PG","6.1","29","10,429"
2858,"Election","Comedy","1999","103","15","7.3","83","102,497"
2859,"The Underdoggs","Comedy","2024","N/A",NULL,NULL,NULL,"N/A"
2860,"Swingers","Comedy","1996","96","15","7.2","71","87,021"
2861,"Boss Level","Action","2020","100","15","6.8","56","76,991"
2862,"Spiral: From the Book of Saw","Crime","2021","93","18","5.2","40","65,897"
2863,"Revenge of the Nerds","Comedy","1984","90","18","6.6","44","57,556"
2864,"Super Troopers","Comedy","2001","100","15","7.0","48","110,998"
2865,"Olympus Has Fallen","Action","2013","119","15","6.5","41","288,754"
2866,"The Adventures of Tintin: The Secret of the Unicorn","Animation","2011","107","PG","7.3","68","240,502"
2867,"The Bad Batch","Action","2016","118","15","5.2","62","34,807"
2868,"Aloha","Comedy","2015","105","12A","5.4","40","70,098"
2869,"To Leslie","Drama","2022","119","15","7.1","84","15,499"
2870,"Highlander","Action",NULL,"N/A",NULL,NULL,NULL,"N/A"
2871,"Enter the Dragon","Action","1973","102","15","7.6","83","111,375"
2872,"Seven Years in Tibet","Adventure","1997","136","PG","7.1","55","153,013"
2873,"Pink Flamingos","Comedy","1972","93","NC-17","6.0","47","27,273"
2874,"Jurassic Park III","Action","2001","92","PG","5.9","42","336,510"
2875,"Deep Blue Sea","Action","1999","105","15","5.9","54","141,003"
2876,"In the Name of the Father","Biography","1993","133","15","8.1","84","184,196"
2877,"Sanju","Biography","2018","155","15","7.6",NULL,"59,596"
2878,"Hotel Transylvania: Transformania","Animation","2022","87","PG","6.0","46","37,272"
2879,"Despicable Me 4","Animation","2024","N/A",NULL,NULL,NULL,"N/A"
2880,"Endless Love","Drama","1981","116","15","4.9","30","9,355"
2881,"Quest for Fire","Adventure","1981","100","AA","7.3","79","23,699"
2882,"Lucky Number Slevin","Crime","2006","110","18","7.7","53","322,837"
2883,"Thirteen Lives","Action","2022","147","12A","7.8","66","65,062"
2884,"Two Moon Junction","Drama","1988","104","18","5.0","38","6,167"
2885,"The Replacements","Comedy","2000","118","12","6.6","30","68,486"
2886,"Rob Roy","Adventure","1995","139","15","6.9","55","44,953"
2887,"The Main Event","Comedy","1979","112","AA","5.5",NULL,"3,174"
2888,"Coach Carter","Biography","2005","136","12A","7.3","57","167,509"
2889,"My Big Fat Greek Wedding 2","Comedy","2016","94","12A","6.0","37","34,771"
2890,"Chocolat","Drama","2000","121","12","7.3","64","199,297"
2891,"Crouching Tiger, Hidden Dragon","Action","2000","120","12","7.9","94","278,862"
2892,"Far from the Madding Crowd","Drama","2015","119","12A","7.1","71","52,705"
2893,"Sorry to Bother You","Comedy","2018","112","15","6.9","79","86,490"
2894,"Kung Fu Hustle","Action","2004","99","15","7.7","78","148,276"
2895,"Something Borrowed","Comedy","2011","112","12A","5.8","36","64,567"
2896,"Solaris","Drama","1972","167","A","8.0","93","96,602"
2897,"K.G.F: Chapter 2","Action","2022","166","15","8.3",NULL,"145,113"
2898,"P2","Crime","2007","98","18","5.9","37","35,823"
2899,"Exam","Crime","2009","101","15","6.8",NULL,"123,346"
2900,"The Lover","Biography","1992","115","18","6.8","59","23,100"
2901,"King Kong","Adventure","1933","100","A","7.9","92","89,642"
2902,"Kajillionaire","Comedy","2020","104","12A","6.4","78","21,506"
2903,"Go","Comedy","1999","102","18","7.2","72","74,080"
2904,"Batgirl","Action",NULL,"N/A",NULL,NULL,NULL,"N/A"
2905,"The Square","Comedy","2017","151","15","7.1","73","75,455"
2906,"The Thing","Horror","2011","103","15","6.2","49","143,588"
2907,"Popeye","Adventure","1980","97","A","5.3","64","33,853"
2908,"The A-Team","Action","2010","117","12A","6.7","47","266,700"
2909,"Gummo","Comedy","1997","89","18","6.6","19","37,620"
2910,"Assassin Club","Action","2023","111","15","4.7","27","2,397"
2911,"After Ever Happy","Drama","2022","95","15","4.6",NULL,"9,933"
2912,"The Curse of the Were-Rabbit","Animation","2005","85","U","7.5","87","143,995"
2913,"Menace II Society","Crime","1993","97","18","7.5","76","63,288"
2914,"The Tiger's Apprentice","Animation","2024","N/A",NULL,NULL,NULL,"N/A"
2915,"All Fun and Games","Horror","2023","76",NULL,"4.4",NULL,"1,377"
2916,"Murder on the Orient Express","Crime","1974","128","A","7.2","63","67,255"
2917,"Chitty Chitty Bang Bang","Adventure","1968","144","U","6.9","64","49,499"
2918,"Overboard","Comedy","1987","112","PG","6.9","53","65,955"
2919,"Buffalo '66","Comedy","1998","110","15","7.4","68","58,601"
2920,"Flashdance","Drama","1983","95","15","6.2","39","58,329"
2921,"The Goldfinch","Crime","2019","149","15","6.4","40","26,234"
2922,"Safe Haven","Drama","2013","115","12A","6.6","34","115,044"
