"id","title","genre","years","duration","rating","people_rating","critic_rating","votes"
1064,"Napoleon Dynamite","Comedy","2004","96","PG","7.0","64","233,287"
1065,"Better Off Dead...","Comedy","1985","97","15","7.1","51","48,346"
1066,"War of the Worlds","Action","2005","116","12A","6.5","73","468,845"
1067,"Kung Fu Panda","Animation","2008","92","U","7.6","74","504,373"
1068,"Spotlight","Biography","2015","129","15","8.1","93","493,926"
1069,"Star Wars: Episode VI - Return of the Jedi","Action","1983","131","U","8.3","58","1,102,562"
1070,"Bridge to Terabithia","Drama","2007","96","PG","7.2","74","169,135"
1071,"Incident in a Ghostland","Drama","2018","91","18","6.4","44","38,160"
1072,"Wrath of Man","Action","2021","119","15","7.1","57","199,984"
1073,"World War Z","Action","2013","116","15","7.0","63","705,621"
1074,"Children of Men","Action","2006","109","15","7.9","84","521,645"
1075,"The Devil All the Time","Crime","2020","138","18","7.1","55","148,617"
1076,"Up","Animation","2009","96","U","8.3","88","1,102,013"
1077,"Robin Hood","Action","2010","140","12A","6.6","53","279,989"
1078,"Incendies","Drama","2010","131","15","8.3","80","192,226"
1079,"Wonder Woman 1984","Action","2020","151","12A","5.4","60","286,884"
1080,"Jeune & Jolie","Drama","2013","95","18","6.7","63","37,681"
1081,"Doctor Zhivago","Drama","1965","193","A","7.9","69","80,822"
1082,"The Hobbit: The Desolation of Smaug","Adventure","2013","161","12A","7.8","66","692,971"
1083,"Star Wars: Episode III - Revenge of the Sith","Action","2005","140","12A","7.6","68","831,046"
1084,"Antichrist","Drama","2009","108","18","6.5","49","134,173"
1085,"Easy A","Comedy","2010","92","15","7.0","72","410,416"
1086,"The Rocky Horror Picture Show","Comedy","1975","100","AA","7.4","65","164,104"
1087,"Wrong Turn","Horror","2003","84","18","6.1","32","129,086"
1088,"The Human Centipede (First Sequence)","Horror","2009","92","18","4.4","33","85,511"
1089,"The Professor and the Madman","Biography","2019","124","15","7.2","27","49,799"
1090,"The Game","Drama","1997","129","15","7.7","63","420,980"
1091,"How to Train Your Dragon","Animation","2010","98","PG","8.1","75","783,503"
1092,"Maze Runner: The Scorch Trials","Action","2015","131","15","6.3","43","269,180"
1093,"Starship Troopers","Action","1997","129","18","7.3","52","312,834"
1094,"The Fallout","Drama","2021","96","Teen","7.0","84","31,529"
1095,"Cold Pursuit","Action","2019","119","15","6.2","57","76,340"
1096,"Breaking Away","Comedy","1979","101","A","7.7","91","25,084"
1097,"Crazy Rich Asians","Comedy","2018","120","12A","6.9","74","185,577"
1098,"Fantastic Beasts and Where to Find Them","Adventure","2016","132","12A","7.2","66","499,121"
1099,"The Proposal","Comedy","2009","108","12A","6.7","48","348,510"
1100,"Master Gardener","Drama","2022","111","15","6.2","63","7,228"
1101,"Blade","Action","2025","N/A",NULL,NULL,NULL,"N/A"
1102,"Paddington","Adventure","2014","95","PG","7.3","77","128,648"
1103,"In Bruges","Comedy","2008","107","18","7.9","67","454,213"
1104,"A Million Miles Away","Biography","2023","121","PG","7.3","62","17,467"
1105,"The Ballad of Buster Scruggs","Comedy","2018","133","15","7.3","79","163,306"
1106,"Jumanji: Welcome to the Jungle","Action","2017","119","12A","6.9","58","412,338"
1107,"Grown Ups 2","Comedy","2013","101","12A","5.4","19","165,738"
1108,"The Lesson","Thriller","2023","103","15","6.3","62","1,228"
1109,"Cloud Atlas","Drama","2012","172","15","7.4","55","371,154"
1110,"Sweet Home Alabama","Comedy","2002","108","12A","6.2","45","121,420"
1111,"The Lincoln Lawyer","Crime","2011","118","15","7.3","63","250,504"
1112,"Far from Heaven","Drama","2002","107","12A","7.3","84","48,600"
1113,"A Walk in the Woods","Adventure","2015","104","15","6.4","51","28,984"
1114,"Blue Velvet","Crime","1986","120","18","7.7","75","211,450"
1115,"Scrooge","Drama","1970","120","U","7.5","58","12,024"
1116,"Skyfall","Action","2012","143","12A","7.8","81","721,910"
1117,"Alice in Wonderland","Adventure","2010","108","PG","6.4","53","434,472"
1118,"Talladega Nights: The Ballad of Ricky Bobby","Comedy","2006","108","12A","6.6","66","196,092"
1119,"Birth","Drama","2004","100","15","6.2","51","38,798"
1120,"The Time Traveler's Wife","Comedy","2009","107","12A","7.1","47","156,301"
1121,"Bodies Bodies Bodies","Comedy","2022","94","15","6.2","69","61,483"
1122,"Donnie Brasco","Biography","1997","127","18","7.7","76","326,121"
1123,"American Sniper","Action","2014","133","15","7.3","72","519,143"
1124,"The Batman Part II","Action","2025","N/A",NULL,NULL,NULL,"N/A"
1125,"Nightmare Alley","Crime","2021","150","15","7.0","70","160,220"
1126,"Frozen 2","Animation","2019","103","U","6.8","64","188,987"
1127,"Cashback","Comedy","2006","102","15","7.1","54","89,946"
1128,"Licorice Pizza","Comedy","2021","133","15","7.1","90","135,769"
1129,"Zombieland","Action","2009","88","15","7.6","73","609,732"
1130,"Chicago","Comedy","2002","113","12A","7.2","81","239,980"
1131,"Click","Comedy","2006","107","12A","6.4","45","350,368"
1132,"Weird: The Al Yankovic Story","Comedy","2022","108","TV-14","6.9","70","35,639"
1133,"Life","Horror","2017","104","15","6.6","54","247,301"
1134,"2012","Action","2009","158","12A","5.8","49","392,611"
1135,"Everest","Action","2015","121","12A","7.1","64","228,146"
1136,"The Karate Kid","Action","1984","126","12A","7.3","60","239,803"
1137,"The Retirement Plan","Action","2023","103","15","5.0",NULL,"3,558"
1138,"JFK","Drama","1991","189","15","8.0","72","167,133"
1139,"Bad Santa 2","Comedy","2016","92","15","5.6","38","27,704"
1140,"The Untouchables","Crime","1987","119","15","7.8","79","325,890"
1141,"Somewhere in Queens","Comedy","2022","106","15","6.8","61","3,699"
1142,"Mad Max: The Wasteland","Action",NULL,"N/A",NULL,NULL,NULL,"N/A"
1143,"The 40 Year-Old Virgin","Comedy","2005","116","15","7.1","73","458,980"
1144,"Everyone Says I Love You","Comedy","1996","101","12","6.7",NULL,"38,883"
1145,"White Chicks","Comedy","2004","109","12A","5.8","41","159,252"
1146,"Spectre","Action","2015","148","12A","6.8","60","459,784"
1147,"Lethal Weapon","Action","1987","109","18","7.6","68","271,923"
1148,"The Royal Hotel","Thriller","2023","91","18","5.9","77","5,693"
1149,"Muzzle","Action","2023","100","15","5.4",NULL,"1,697"
1150,"Event Horizon","Horror","1997","96","18","6.6","35","193,478"
1151,"Burn","Comedy","2019","88","18","5.7","50","6,580"
1152,"The Green Knight","Adventure","2021","130","15","6.6","85","112,334"
1153,"Stalker","Drama","1979","162","PG","8.1","85","141,902"
1154,"Sleepless in Seattle","Comedy","1993","105","PG","6.8","72","187,421"
1155,"Amélie","Comedy","2001","122","15","8.3","69","783,809"
1156,"Cannibal Holocaust","Adventure","1980","95","(Banned)","5.8","22","59,914"
1157,"The Lives of Others","Drama","2006","137","15","8.4","89","404,478"
1158,"Ready or Not","Action","2019","95","18","6.9","64","175,241"
1159,"National Treasure","Action","2004","131","PG","6.9","40","349,548"
1160,"Suitable Flesh","Horror","2023","100","18","5.3","64","2,483"
1161,"The NeverEnding Story","Adventure","1984","102","U","7.3","46","153,591"
1162,"Dunki","Comedy","2023","160",NULL,NULL,NULL,"N/A"
1163,"Beautiful Boy","Biography","2018","120","15","7.4","62","93,323"
1164,"The Snowman","Crime","2017","119","15","5.2","23","70,369"
1165,"Venom","Action","2018","112","15","6.6","35","525,198"
1166,"Suzume","Animation","2022","122","PG","7.7","77","30,333"
1167,"Minari","Drama","2020","115","12A","7.4","89","92,684"
1168,"Juno","Comedy","2007","96","12A","7.5","81","542,797"
1169,"Highlander","Action","1986","116","15","7.0","24","144,639"
1170,"Upgrade","Action","2018","100","15","7.5","67","201,338"
1171,"Kannur Squad","Action","2023","161","15","7.8",NULL,"5,769"
1172,"OMG 2","Comedy","2023","156","15","7.6",NULL,"35,206"
1173,"Diary of a Wimpy Kid","Comedy","2010","94","PG","6.2","56","56,692"
1174,"Little Miss Sunshine","Comedy","2006","101","15","7.8","80","508,279"
1175,"Christmas in Connecticut","Comedy","1945","101","A","7.3","64","11,314"
1176,"Shang-Chi and the Legend of the Ten Rings","Action","2021","132","12A","7.4","71","422,285"
1177,"The Cabin in the Woods","Horror","2011","95","15","7.0","72","442,914"
1178,"Thunderbolts","Action","2025","N/A",NULL,NULL,NULL,"N/A"
1179,"Tangled","Animation","2010","100","PG","7.7","71","483,450"
1180,"Mamma Mia!","Comedy","2008","108","PG","6.5","51","266,446"
1181,"From Here to Eternity","Drama","1953","118","PG","7.6","85","50,079"
1182,"The Black Phone","Horror","2021","103","15","6.9","65","182,123"
1183,"12 Years a Slave","Biography","2013","134","15","8.1","96","730,640"
1184,"It Follows","Horror","2014","100","15","6.8","83","262,994"
1185,"The Godfather Part III","Crime","1990","162","15","7.6","60","417,411"
1186,"Rare Exports: A Christmas Tale","Adventure","2010","84","15","6.6","71","31,165"
1187,"Luther: The Fallen Sun","Crime","2023","129","15","6.4","53","60,475"
1188,"Jules","Comedy","2023","87","12","6.8","57","6,726"
1189,"9 Songs","Drama","2004","71","18","4.7","43","23,626"
1190,"El Camino Christmas","Comedy","2017","89","TV-MA","5.7",NULL,"10,344"
1191,"A Castle for Christmas","Adventure","2021","98","PG","5.6","53","14,784"
1192,"Chained","Crime","2012","94","18","6.4",NULL,"20,304"
1193,"Scent of a Woman","Drama","1992","156","15","8.0","57","321,317"
1194,"The French Dispatch","Comedy","2021","107","15","7.1","74","145,229"
1195,"Mixed Nuts","Comedy","1994","97","12","5.4","14","13,025"
1196,"Marty","Drama","1955","90","U","7.7","82","26,410"
1197,"That Touch of Mink","Comedy","1962","99","A","6.6",NULL,"10,622"
1198,"The Hunt","Action","2020","90","15","6.5","50","124,742"
1199,"Fast & Furious","Action","2009","107","12A","6.5","46","305,771"
1200,"Gran Torino","Drama","2008","116","15","8.1","72","804,213"
1201,"Prey for the Devil","Horror","2022","93","15","5.3","38","16,545"
1202,"Witness for the Prosecution","Crime","1957","116","U","8.4","76","134,251"
1203,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Comedy","1964","95","A","8.4","97","510,549"
1204,"Casino Royale","Comedy","1967","131","U","5.0","48","31,892"
1205,"Wedding Crashers","Comedy","2005","119","15","7.0","64","370,963"
1206,"Lock, Stock and Two Smoking Barrels","Action","1998","107","18","8.1","66","607,273"
1207,"Vicky Cristina Barcelona","Comedy","2008","96","12A","7.1","70","266,203"
1208,"Justice League","Action","2017","120","12A","6.1","45","472,514"
1209,"Big Fish","Adventure","2003","125","PG","8.0","58","454,220"
1210,"They Live","Action","1988","94","18","7.2","55","142,108"
1211,"Face/Off","Action","1997","138","18","7.3","82","394,762"
1212,"Men in Black II","Action","2002","88","PG","6.2","49","396,607"
1213,"The Running Man","Action","1987","101","18","6.7","45","162,810"
1214,"Burlesque","Drama","2010","119","12A","6.4","47","91,542"
1215,"The Magnificent Seven","Action","1960","128","U","7.7","74","100,718"
1216,"Happy Gilmore","Comedy","1996","92","12","7.0","31","242,359"
1217,"Anna","Action","2019","118","15","6.6","40","90,873"
1218,"Downsizing","Drama","2017","135","15","5.8","64","120,502"
1219,"Once Upon a Time in the West","Western","1968","166","AA","8.5","82","344,278"
1220,"Beverly Hills Cop","Action","1984","105","15","7.4","66","196,446"
1221,"On Her Majesty's Secret Service","Action","1969","142","PG","6.7","61","97,692"
1222,"Shelter","Horror","2010","112","15","6.0","28","35,973"
1223,"Captain America: Brave New World","Action","2025","N/A",NULL,NULL,NULL,"N/A"
1224,"Pacific Rim","Action","2013","131","12A","6.9","65","522,848"
1225,"Constantine","Action","2005","121","15","7.0","50","367,370"
1226,"Hit Man","Action","2023","113","R","7.8","82","712"
1227,"Cocktail","Comedy","1988","104","15","5.9","12","90,464"
1228,"Love and Monsters","Action","2020","109","12","6.9","63","139,461"
1229,"Birdman or (The Unexpected Virtue of Ignorance)","Comedy","2014","119","15","7.7","87","656,972"
1230,"The Bourne Identity","Action","2002","119","12A","7.8","68","568,436"
1231,"Labyrinth","Adventure","1986","101","U","7.3","50","146,558"
1232,"A.I. Artificial Intelligence","Drama","2001","146","12","7.2","65","319,380"
1233,"Warrior","Action","2011","140","12A","8.1","71","491,086"
1234,"What Happened to Monday","Action","2017","123","15","6.8","47","131,674"
1235,"Class","Comedy","1983","98","15","6.0","33","11,759"
1236,"Good Time","Crime","2017","102","15","7.3","80","135,749"
1237,"You've Got Mail","Comedy","1998","119","PG","6.7","57","225,938"
1238,"Rear Window","Mystery","1954","112","A","8.5","100","513,439"
1239,"Mystic River","Crime","2003","138","15","7.9","84","476,814"
1240,"Cinderella","Adventure","2015","105","U","6.9","67","187,450"
1241,"Witness","Drama","1985","112","15","7.4","76","102,506"
1242,"The Others","Horror","2001","101","12","7.6","74","387,004"
1243,"Something from Tiffany's","Comedy","2022","87","PG","6.2","46","9,462"
1244,"Brokeback Mountain","Drama","2005","134","15","7.7","87","375,523"
1245,"Cop Land","Crime","1997","105","15","7.0","64","104,022"
1246,"Hercules","Animation","1997","93","U","7.3","74","249,422"
1247,"The Parent Trap","Adventure","1998","128","PG","6.6","64","150,798"
1248,"Den of Thieves","Action","2018","140","15","7.0","49","120,934"
1249,"EuroTrip","Comedy","2004","92","15","6.6","45","219,297"
1250,"Insidious","Horror","2010","103","15","6.8","52","333,709"
1251,"The Last Samurai","Action","2003","154","15","7.8","55","462,828"
1252,"Tusk","Comedy","2014","102","15","5.3","55","61,463"
1253,"Megan Is Missing","Drama","2011","89","Not Rated","4.6",NULL,"14,814"
1254,"Hostel","Horror","2005","94","18","5.9","55","188,569"
1255,"Vegas Vacation","Comedy","1997","93","PG","5.9","20","52,410"
1256,"Frybread Face and Me","Drama","2023","83","15","7.2","70","644"
1257,"Sonic the Hedgehog 2","Action","2022","122","PG","6.5","47","82,508"
1258,"Hell House LLC Origins: The Carmichael Manor","Horror","2023","98",NULL,"6.2",NULL,"4,320"
1259,"The Village","Drama","2004","108","12A","6.6","44","274,031"
1260,"House of Gucci","Biography","2021","158","15","6.6","59","154,020"
1261,"My Girl","Comedy","1991","102","PG","6.9","56","87,114"
1262,"Phantom Thread","Drama","2017","130","15","7.4","90","142,188"
1263,"Downfall","Biography","2004","156","15","8.2","82","369,793"
1264,"Twelve Monkeys","Mystery","1995","129","15","8.0","74","638,982"
1265,"Last Holiday","Comedy","2006","112","12A","6.6","52","35,265"
1266,"Little Women","Drama","1994","115","U","7.3","87","62,322"
1267,"Great Photo, Lovely Life","Documentary","2023","112","TV-MA","7.7",NULL,"254"
1268,"Blue Valentine","Drama","2010","112","15","7.3","81","208,179"
1269,"Tomb Raider","Action","2018","119","12A","6.3","48","223,858"
1270,"Cast Away","Adventure","2000","143","12","7.8","73","626,022"
1271,"About Dry Grasses","Drama","2023","197",NULL,"8.1","82","4,815"
1272,"Planet of the Apes","Adventure","1968","112","A","8.0","79","189,525"
1273,"Stargate","Action","1994","116","PG","7.0","42","201,652"
1274,"Greyhound","Action","2020","91","12","7.0","64","109,342"
1275,"Pirates of the Caribbean: Dead Man's Chest","Action","2006","151","12A","7.4","53","754,195"
1276,"Oblivion","Action","2013","124","12A","7.0","54","546,408"
1277,"Safe","Drama","1995","119","15","7.1","76","16,643"
1278,"About My Father","Comedy","2023","90","PG-13","5.7","39","10,057"
1279,"Fantastic Four","Action","2015","100","12A","4.3","27","174,273"
1280,"Natural Born Killers","Action","1994","119","18","7.2","74","247,396"
1281,"Final Destination","Horror","2000","98","18","6.7","36","274,289"
1282,"Robin Hood","Action","2018","116","12A","5.3","32","78,338"
1283,"Jingle Jangle: A Christmas Journey","Family","2020","122","PG","6.5","69","20,085"
1284,"Jigarthanda Double X","Action","2023","172","15","8.3",NULL,"4,021"
1285,"Imitation of Life","Drama","1959","125","12","7.8","87","17,822"
1286,"The 355","Action","2022","122","12A","5.6","40","36,027"
1287,"National Lampoon's European Vacation","Adventure","1985","95","15","6.2","47","70,491"
1288,"Ad Astra","Adventure","2019","123","12A","6.5","80","255,411"
1289,"Chithha","Drama","2023","140","18","8.3",NULL,"2,910"
1290,"Nefarious","Horror","2023","97","R","6.4",NULL,"20,650"
1291,"Thirteen","Drama","2003","100","18","6.8","70","95,769"
1292,"Terminator: Dark Fate","Action","2019","128","15","6.2","54","189,869"
1293,"Dredd","Action","2012","95","18","7.1","60","289,827"
1294,"Limitless","Sci-Fi","2011","105","15","7.4","59","602,504"
1295,"The Giver","Drama","2014","97","12A","6.4","47","123,952"
1296,"Looper","Action","2012","119","15","7.4","84","595,878"
1297,"Legends of the Fall","Drama","1994","133","15","7.5","45","178,955"
1298,"Jailer","Action","2023","168","15","7.1",NULL,"29,854"
1299,"There's Something About Mary","Comedy","1998","119","15","7.1","69","324,506"
1300,"The Good Son","Drama","1993","87","18","6.4","45","44,890"
