id,title,genre,years,duration,rating,people_rating,critic_rating,votes
6043,Kaathal - The Core,Crime,2023,114,,8.2,,766
6044,4 Kings 2,Action,2023,139,,7.5,,104
6045,The First Purge,Action,2018,97,R,5.2,54,"69,021"
6046,Annapoorani,Drama,2023,146,,5,,218
6047,The Big Easy,Comedy,1986,102,R,6.5,77,"13,700"
6048,The Big Heat,Crime,1953,89,Passed,7.9,,"28,639"
6049,The Omen,Drama,2006,110,R,5.5,43,"61,760"
6050,The 400 Blows,Crime,1959,99,Not Rated,8.1,,"125,716"
6051,Urban Legend,Horror,1998,99,R,5.6,35,"70,648"
6052,Muscle,Thriller,2019,110,,6,,871
6053,The Battle of Britain,Action,1969,132,G,6.9,,"24,041"
6054,Beaster Day: Here Comes Peter Cottonhell,Comedy,2014,87,,3,,584
6055,The Hole,Drama,2001,102,R,6.2,,"47,909"
6056,The Man Who Killed Hitler and Then the Bigfoot,Adventure,2018,98,Not Rated,5.7,51,"13,400"
6057,Theseus,Action,2024,N/A,,,,N/A
6058,The Bounty Hunter,Action,2010,110,PG-13,5.5,22,"133,091"
6059,Mackenna's Gold,Action,1969,128,M,6.7,,"9,562"
6060,Repulsion,Drama,1965,105,Not Rated,7.6,91,"56,385"
6061,Stockholm Bloodbath,Action,2023,145,,4.5,,7
6062,A Christmas Prince: The Royal Baby,Family,2019,84,TV-PG,5.4,,"7,671"
6063,Karen,Crime,2021,89,TV-14,3.1,,"3,091"
6064,The Quantum Devil,Horror,2023,95,,3.4,,294
6065,The Bride of Frankenstein,Drama,1935,75,Not Rated,7.8,95,"52,281"
6066,His House,Drama,2020,93,TV-14,6.5,72,"47,093"
6067,"Nativity 3: Dude, Where''s My Donkey?!",Comedy,2014,109,,3.6,,"2,036"
6068,Last the Night,Horror,2022,88,,4.6,,"10,267"
6069,Dead Snow,Comedy,2009,91,Not Rated,6.3,61,"69,383"
6070,Hot Tub Time Machine 2,Comedy,2015,93,R,5,29,"41,070"
6071,Memphis Belle,Action,1990,107,PG-13,6.9,59,"29,934"
6072,Oxygen,Drama,2021,100,TV-14,6.5,67,"43,197"
6073,Benny & Joon,Comedy,1993,98,PG,7.1,57,"61,182"
6074,The Man Who Knew Too Much,Drama,1956,120,PG,7.4,76,"68,235"
6075,Blood,Drama,2022,108,,5.4,55,"4,151"
6076,Jumpin' Jack Flash,Comedy,1986,105,R,5.9,52,"20,517"
6077,Hot Dog... The Movie,Comedy,1983,96,R,5,39,"3,796"
6078,Popular Music,Comedy,2004,105,,6.5,,"5,548"
6079,The Messenger: The Story of Joan of Arc,Adventure,1999,148,R,6.4,54,"69,034"
6080,The Bad Seed,Drama,1956,129,Approved,7.4,51,"15,431"
6081,Saint,Comedy,2010,88,Not Rated,5.6,,"9,553"
6082,Do Not Disturb,Comedy,2023,114,TV-MA,6.3,,"8,566"
6083,A Better Tomorrow,Action,1986,95,Not Rated,7.4,78,"24,921"
6084,Miracle in Cell No. 7,Drama,2019,132,TV-14,8.2,,"53,973"
6085,The King's Daughter,Action,2022,98,PG,5.2,31,"5,689"
6086,The Wave,Drama,2008,107,Not Rated,7.6,,"113,685"
6087,Victoria,Crime,2015,138,Not Rated,7.6,77,"62,181"
6088,Freeway,Crime,1996,102,R,6.8,61,"30,747"
6089,The Long Ships,Adventure,1964,126,Not Rated,6,,"3,035"
6090,The Life of David Gale,Crime,2003,130,R,7.5,31,"124,784"
6091,Adventureland,Comedy,2009,107,R,6.8,76,"166,396"
6092,Don't Open Till Christmas,Horror,1984,86,R,4.7,,"2,835"
6093,A Tale of Two Sisters,Drama,2003,114,R,7.1,65,"67,152"
6094,Pooh's Heffalump Movie,Animation,2005,68,G,6.4,64,"8,242"
6095,My Sister Eileen,Comedy,1955,108,Not Rated,6.8,,"1,989"
6096,Bull Durham,Comedy,1988,108,R,7.1,73,"58,209"
6097,Radio Days,Comedy,1987,88,PG,7.4,74,"35,582"
6098,Race to Witch Mountain,Action,2009,98,PG,5.7,52,"62,378"
6099,Diary of a Wimpy Kid,Animation,2021,N/A,PG,5.1,50,"3,973"
6100,The Wedding Ringer,Comedy,2015,101,R,6.6,35,"79,323"
6101,Running on Empty,Crime,1988,116,PG-13,7.6,67,"17,618"
6102,The Devil on Trial,Documentary,2023,81,TV-MA,5.6,,"2,979"
6103,Barb and Star Go to Vista Del Mar,Comedy,2021,107,PG-13,6.3,64,"19,593"
6104,The Andromeda Strain,Mystery,1971,131,G,7.2,60,"39,834"
6105,Antebellum,Drama,2020,105,R,5.8,43,"29,261"
6106,Tigerland,Drama,2000,101,R,6.9,55,"42,839"
6107,Life as We Know It,Comedy,2010,114,PG-13,6.5,39,"137,453"
6108,Silent House,Horror,2011,86,R,5.2,49,"24,166"
6109,The Siege of Jadotville,Action,2016,108,TV-MA,7.2,,"43,366"
6110,An Easy Girl,Comedy,2019,92,TV-MA,5.6,79,"6,008"
6111,Kama Sutra: A Tale of Love,Crime,1996,114,Unrated,6,,"11,198"
6112,Sympathy for Mr. Vengeance,Crime,2002,129,R,7.5,56,"73,861"
6113,Whiteout,Action,2009,101,R,5.5,,"40,142"
6114,Pawn Shop Chronicles,Action,2013,112,R,5.9,26,"11,933"
6115,Looney Tunes: Back in Action,Animation,2003,91,PG,5.8,64,"39,859"
6116,The Girl with All the Gifts,Action,2016,111,R,6.6,67,"63,555"
6117,Fish Tank,Drama,2009,123,Not Rated,7.3,81,"64,522"
6118,Killers,Action,2010,100,PG-13,5.4,21,"95,226"
6119,Zombies 3,Family,2022,88,TV-G,5.4,,"3,159"
6120,Astro Boy,Animation,2009,94,PG,6.2,53,"39,233"
6121,Virtuosity,Action,1995,106,R,5.5,39,"31,921"
6122,Daddy's Little Girls,Drama,2007,100,PG-13,5.8,49,"8,130"
6123,Troll Hunter,Drama,2010,103,PG-13,6.9,61,"78,536"
6124,Girl in the Box,Crime,2016,87,Not Rated,6.2,,"2,442"
6125,Ong-Bak: The Thai Warrior,Action,2003,105,R,7.1,69,"77,407"
6126,Nicholas Nickleby,Adventure,2002,132,PG,7.1,71,"13,387"
6127,It Boy,Comedy,2013,92,Not Rated,6.3,,"11,148"
6128,Cyrano,Drama,2021,123,PG-13,6.4,66,"14,257"
6129,Rubber,Comedy,2010,82,R,5.7,59,"39,661"
6130,Johnny Got His Gun,Drama,1971,111,R,7.8,71,"17,995"
6131,Mistress America,Comedy,2015,84,R,6.7,75,"28,361"
6132,Lions for Lambs,Crime,2007,92,R,6.2,47,"52,016"
6133,A Nightmare on Elm Street 2: Freddy's Revenge,Horror,1985,87,R,5.4,43,"76,135"
6134,"Legally Blonde 2: Red, White & Blonde",Comedy,2003,95,PG-13,4.8,47,"71,477"
6135,Jackass Presents: Bad Grandpa,Comedy,2013,92,R,6.5,54,"97,635"
6136,The Great Raid,Action,2005,132,R,6.6,48,"23,817"
6137,MI-5,Action,2015,104,R,6.2,47,"23,643"
6138,The Whole Ten Yards,Comedy,2004,98,PG-13,5.5,24,"58,174"
6139,Frenzy,Thriller,1972,116,R,7.4,92,"48,592"
6140,Fisherman's Friends,Comedy,2019,112,PG-13,7,45,"10,978"
6141,RV,Adventure,2006,99,PG,5.6,33,"62,835"
6142,The Decameron,Comedy,1971,111,R,7.1,,"11,807"
6143,The Instigators,Crime,2024,N/A,,,,N/A
6144,Godzilla Raids Again,Horror,1955,78,Approved,5.7,,"7,803"
6145,Kicking & Screaming,Comedy,2005,95,PG,5.6,45,"40,316"
6146,The Amazing Maurice,Animation,2022,93,PG,6.2,53,"5,048"
6147,Urban Cowboy,Drama,1980,132,PG,6.4,61,"16,385"
6148,The White Tiger,Crime,2021,125,R,7.1,76,"64,403"
6149,Night on Earth,Comedy,1991,129,R,7.7,68,"64,807"
6150,Doctor Dolittle,Comedy,1998,85,PG-13,5.4,46,"100,956"
6151,The Hunted,Action,2003,94,R,6.1,40,"50,532"
6152,The Great Debaters,Biography,2007,126,PG-13,7.5,65,"61,774"
6153,Brooklyn's Finest,Action,2009,132,R,6.7,43,"65,871"
6154,Stir of Echoes,Horror,1999,99,R,6.9,67,"86,127"
6155,The Birth of a Nation,Drama,1915,195,TV-PG,6.1,,"25,982"
6156,The Vast of Night,Drama,2019,91,PG-13,6.7,84,"43,674"
6157,Out of the Past,Crime,1947,97,Approved,8,85,"40,143"
6158,Monkey Business,Comedy,1952,97,Approved,6.9,,"15,342"
6159,Ninja Scroll,Animation,1993,94,Not Rated,7.8,,"39,894"
6160,Attack the Block,Action,2011,88,R,6.7,75,"110,666"
6161,Darker Shades of Summer,Romance,2023,80,,3.2,,415
6162,The Burnt Orange Heresy,Drama,2019,99,R,6.1,57,"5,966"
6163,Malice,Crime,1993,107,R,6.5,52,"26,844"
6164,Pontypool,Horror,2008,93,Not Rated,6.5,54,"34,769"
6165,Scrooge,Drama,1935,78,PG,6.5,,"2,522"
6166,Irugapatru,Drama,2023,153,,8.2,,"2,194"
6167,El Topo,Drama,1970,125,Not Rated,7.2,65,"30,947"
6168,The Steel Jungle,Crime,1956,86,Approved,5.7,,154
6169,On the Line,Thriller,2022,104,R,5.4,,"10,445"
6170,Race 3,Action,2018,160,Not Rated,1.9,,"48,250"
6171,Ali,Biography,2001,157,R,6.7,65,"104,283"
6172,Emma,Comedy,1996,120,PG,6.6,66,"41,053"
6173,Whatever It Takes,Comedy,2000,94,PG-13,5.5,20,"11,713"
6174,Spaceman,Adventure,2024,107,R,,,N/A
6175,Here Comes the Boom,Action,2012,105,PG,6.4,40,"94,695"
6176,Shirley,Biography,2020,107,R,6.1,76,"12,897"
6177,Who Am I,Crime,2014,102,Not Rated,7.5,,"61,510"
6178,Pain and Glory,Drama,2019,113,R,7.5,87,"62,132"
6179,Fire Island,Comedy,2022,105,R,6.7,72,"13,013"
6180,The World's Fastest Indian,Biography,2005,127,PG-13,7.8,68,"57,539"
6181,Boomerang,Comedy,1992,117,R,5.6,45,"30,934"
6182,Flesh+Blood,Adventure,1985,126,R,6.7,56,"19,484"
6183,Friday the 13th: Part 3,Horror,1982,95,R,5.6,30,"59,377"
6184,Elles,Drama,2011,99,NC-17,5.6,50,"7,455"
6185,Being the Ricardos,Biography,2021,131,R,6.5,60,"43,953"
6186,Drugstore Cowboy,Crime,1989,101,R,7.3,82,"39,621"
6187,Wolf,Drama,1994,125,R,6.3,,"59,508"
6188,The Void,Horror,2016,90,Not Rated,5.9,62,"40,559"
6189,Valley of the Dolls,Drama,1967,123,PG-13,6,49,"9,555"
6190,Charlie St. Cloud,Drama,2010,99,PG-13,6.4,37,"64,269"
6191,Rushed,Crime,2021,101,,5.7,,"2,873"
6192,Silver Skates,Adventure,2020,130,TV-MA,7.1,,"7,171"
6193,Riddick: Furya,Action,,N/A,,,,N/A
6194,The Childe,Action,2023,118,,6.9,,"3,030"
6195,Little Dixie,Action,2023,105,R,4.9,,"1,294"
6196,Modi,Biography,,N/A,,,,N/A
6197,Repo! The Genetic Opera,Horror,2008,98,R,6.4,32,"26,247"
6198,Land of Bad,Action,2024,N/A,,,,N/A
6199,Easy Money,Comedy,1983,95,R,6.2,48,"9,865"
6200,All the Boys Love Mandy Lane,Horror,2006,90,R,5.5,44,"34,457"
6201,Salem's Lot,Horror,2023,113,R,,,N/A
6202,Arlington Road,Action,1999,117,R,7.2,65,"90,962"
6203,Frankenweenie,Animation,2012,87,PG,6.9,74,"115,546"
6204,Water for Elephants,Drama,2011,120,PG-13,6.9,52,"119,637"
6205,In the Loop,Comedy,2009,106,Not Rated,7.4,83,"60,820"
6206,Dumbo,Animation,1941,64,G,7.2,96,"139,847"
6207,One Shot,Action,2021,96,,5.6,39,"5,840"
6208,St. Vincent,Comedy,2014,102,PG-13,7.2,64,"107,547"
6209,Byzantium,Drama,2012,118,R,6.5,66,"45,457"
6210,Xanadu,Fantasy,1980,96,PG,5.3,31,"15,032"
6211,The Descent: Part 2,Adventure,2009,94,R,5.7,,"50,752"
6212,On the Road,Adventure,2012,124,R,6,56,"42,982"
6213,SubUrbia,Comedy,1996,121,R,6.7,63,"10,345"
6214,Hostile,Drama,2017,83,TV-MA,5.4,,"7,008"
6215,Rosaline,Comedy,2022,95,PG-13,6.5,61,"9,569"
6216,The Day After Halloween,Drama,1979,92,R,5.2,,660
6217,The 12th Man,Drama,2017,135,Unrated,7.3,70,"28,558"
6218,Berlin Syndrome,Drama,2017,116,R,6.3,70,"27,116"
6219,Ironclad,Action,2011,121,R,6.1,42,"43,356"
6220,The Aeronauts,Action,2019,100,PG-13,6.6,60,"36,544"
6221,Envy,Comedy,2004,99,PG-13,4.8,31,"32,021"
6222,Dangerous,Action,2022,99,,5.4,,"1,142"
6223,Laurel Canyon,Drama,2002,103,R,6.4,61,"17,357"
6224,The Slumber Party Massacre,Horror,1982,77,R,5.6,51,"17,400"
6225,Child's Play 2,Horror,1990,84,R,5.9,37,"56,674"
6226,Iron Sky,Action,2012,93,R,5.9,,"96,076"
6227,Goodnight Mommy,Horror,2014,99,R,6.7,81,"58,788"
6228,The Half of It,Comedy,2020,104,PG-13,6.9,74,"42,268"
6229,The Marsh,Horror,2006,92,R,4.8,,"3,325"
6230,Once Were Warriors,Crime,1994,102,R,7.9,77,"36,303"
6231,Herbie Fully Loaded,Adventure,2005,101,G,4.9,47,"50,158"
6232,Knuckle Girl,Action,2023,107,,5.3,,264
6233,Puppylove,Drama,2013,85,Not Rated,5.7,,"1,075"
6234,Texas Chainsaw Massacre: The Next Generation,Comedy,1994,87,R,3.3,50,"25,576"
6235,Howards End,Drama,1992,142,PG,7.4,88,"35,168"
6236,Belly,Crime,1998,96,R,6.2,36,"12,277"
6237,Ransom,Action,1996,121,R,6.7,61,"133,667"
6238,A Perfect Pairing,Comedy,2022,101,TV-14,6.1,55,"16,095"
6239,Nurse,Horror,2013,84,R,4.5,29,"11,322"
6240,Turner & Hooch,Comedy,1989,97,PG,6.2,36,"75,261"
6241,Amour,Drama,2012,127,PG-13,7.9,95,"104,521"
6242,The Pink Panther Strikes Again,Comedy,1976,103,PG,7.2,60,"31,499"
6243,Leap!,Animation,2016,89,PG,6.7,48,"23,934"
6244,Laal Singh Chaddha,Comedy,2022,159,PG-13,5.6,46,"177,153"
6245,Winter Sleep,Drama,2014,196,Not Rated,8,88,"54,520"
6246,Afternoon Delight,Comedy,2013,98,R,5.7,50,"11,290"
6247,Ninjababy,Comedy,2021,103,R,7.2,,"2,440"
6248,Q Planes,Comedy,1939,82,Approved,6.5,,"1,080"
6249,Reagan,Biography,2023,N/A,,,,N/A
6250,True Spirit,Adventure,2023,109,TV-PG,6.8,50,"8,946"
6251,Half Nelson,Drama,2006,106,R,7.1,85,"90,773"
6252,Memento,Mystery,,N/A,,,,N/A
6253,Christmas in Big Sky Country,Romance,2023,N/A,,7.6,,16
6254,Little Lips,Drama,1978,77,,5.4,,868
6255,Sardar Udham,Biography,2021,164,TV-MA,8.4,,"46,073"
6256,The Punisher,Action,1989,89,R,5.6,63,"25,334"
6257,State of Grace,Action,1990,134,R,7.2,60,"24,301"
6258,Wuthering Heights,Drama,2011,129,Not Rated,6,70,"10,882"
6259,Frost/Nixon,Biography,2008,122,R,7.7,80,"111,493"
6260,My Dinner with Andre,Comedy,1981,110,PG,7.7,83,"24,972"
6261,The Apology,Thriller,2022,92,,5.1,46,"2,372"
6262,An American Werewolf in Paris,Comedy,1997,98,R,5.1,31,"26,666"
6263,Enough Said,Comedy,2013,93,PG-13,7,78,"65,536"
6264,Bad Boy,Comedy,2023,122,,7.2,,"8,536"
6265,Midnight in the Garden of Good and Evil,Crime,1997,155,R,6.6,57,"41,014"
6266,I Love You Phillip Morris,Biography,2009,98,R,6.6,65,"99,000"
6267,Blue Streak,Action,1999,93,PG-13,6.3,46,"87,569"
6268,Kuch Kuch Hota Hai,Comedy,1998,177,Not Rated,7.5,,"56,111"
6269,Bob & Carol & Ted & Alice,Comedy,1969,105,R,6.7,72,"7,146"
6270,The Double Life of Véronique,Drama,1991,98,R,7.7,86,"52,022"
6271,A Futile and Stupid Gesture,Biography,2018,101,TV-MA,6.7,55,"17,637"
6272,Cold Skin,Action,2017,108,TV-14,6,,"17,642"
6273,The Majestic,Drama,2001,152,PG,6.9,27,"56,940"
6274,Buried: The 1982 Alpine Meadows Avalanche,Documentary,2021,96,,7.6,,626
6275,Doi Boy,Drama,2023,98,TV-MA,5.6,,365
6276,Mutt,Drama,2023,87,,6.3,69,622
6277,The Sure Thing,Comedy,1985,95,PG-13,7,76,"21,880"
6278,Kidnap,Action,2017,95,R,5.9,44,"38,677"
6279,Nativity Rocks!,Comedy,2018,100,,4.3,,761
6280,Tulip Fever,Drama,2017,105,R,6.2,38,"22,566"
6281,The Adventures of Rocky & Bullwinkle,Adventure,2000,92,PG,4.3,36,"21,030"
6282,The Doom Generation,Comedy,1995,83,R,6.1,48,"17,525"
6283,Vampire Hunter D: Bloodlust,Animation,2000,103,R,7.6,62,"34,957"
6284,Malcolm & Marie,Drama,2021,106,R,6.6,53,"40,221"
6285,Kangaroo Jack,Action,2003,89,PG,4.5,16,"33,286"
6286,Can You Ever Forgive Me?,Biography,2018,106,R,7.1,87,"55,387"
6287,Sibyl,Drama,2019,100,Not Rated,5.9,59,"4,347"
6288,Oppenheimer: The Real Story,Documentary,2023,96,,7.1,,200
6289,A Family Man,Drama,2016,108,R,6.5,21,"13,251"
6290,Some Nudity Required,Comedy,2023,101,,4.7,,51
6291,Old Yeller,Adventure,1957,83,Approved,7.2,84,"14,779"
6292,The Flintstones in Viva Rock Vegas,Comedy,2000,90,PG,3.7,27,"25,055"
6293,Nightwatch: Demons Are Forever,Horror,2023,110,,7,,65
6294,Selina's Gold,Drama,2022,113,,6.2,,"1,237"
6295,Star Trek: Insurrection,Action,1998,103,PG,6.4,64,"78,575"
6296,Season of the Witch,Action,2011,95,PG-13,5.4,28,"97,271"
6297,The Legend of 1900,Drama,1998,169,R,8,58,"68,188"
6298,Freddy Got Fingered,Comedy,2001,87,R,4.6,13,"50,602"
6299,How to Lose Friends & Alienate People,Biography,2008,110,R,6.4,35,"70,654"
6300,Local Hero,Comedy,1983,111,PG,7.3,84,"26,166"
6301,Santa with Muscles,Comedy,1996,97,PG,2.6,,"9,436"
6302,Ouija,Horror,2014,89,PG-13,4.5,38,"56,228"
6303,One Crazy Summer,Comedy,1986,93,PG,6.4,47,"16,470"
6304,Basic,Action,2003,98,R,6.4,34,"65,687"
6305,Orlando,Biography,1992,94,PG-13,7.1,75,"18,245"
6306,I Capture the Castle,Drama,2003,113,R,6.8,63,"7,892"
6307,If Only,Comedy,2004,92,PG-13,7,,"33,533"
6308,Desperately Seeking Susan,Comedy,1985,104,PG-13,6.1,71,"25,433"
6309,7 Women and a Murder,Comedy,2021,82,TV-MA,5.4,,"5,706"
6310,Elite Squad,Action,2007,115,R,8,33,"108,568"
6311,Kill List,Action,2011,95,Not Rated,6.4,67,"44,590"
6312,Hurricane Season,Drama,2023,99,TV-MA,5.7,,518
6313,Adalet,Action,2023,87,,3.1,,157
6314,Trumbo,Biography,2015,124,R,7.4,60,"84,148"
6315,Deep Fear,Action,2023,84,,3.8,,688
6316,My Octopus Teacher,Documentary,2020,85,TV-G,8.1,82,"61,403"
6317,Volver,Comedy,2006,121,R,7.6,84,"106,331"
6318,Bad Education,Biography,2019,108,TV-MA,7.1,79,"42,820"
6319,CHIPS,Action,2017,100,R,6,28,"50,240"
6320,The Unborn,Horror,2009,88,PG-13,4.7,30,"53,046"
6321,Secrets & Lies,Comedy,1996,136,R,8,92,"46,384"
6322,Man Behind the Sun,Drama,1988,105,Not Rated,6.1,,"7,099"
6323,Where the Truth Lies,Crime,2005,107,Unrated,6.4,47,"18,644"
6324,Lara Croft: Tomb Raider - The Cradle of Life,Action,2003,117,PG-13,5.5,43,"143,471"
6325,Eye for an Eye,Crime,1996,101,R,6.2,25,"18,579"
6326,Dangerous,Action,2021,99,R,5.1,27,"8,306"
6327,Antwone Fisher,Biography,2002,120,PG-13,7.3,62,"37,908"
6328,The Way of the Dragon,Action,1972,90,R,7.2,58,"40,263"
6329,Mr. Church,Comedy,2016,104,PG-13,7.6,37,"30,738"
6330,Live Nude Girls,Comedy,1995,95,R,5.2,,"1,982"
6331,Godzilla: Planet of the Monsters,Animation,2017,89,TV-14,6,,"9,190"
6332,From Beginning to End,Drama,2009,94,Not Rated,6.6,,"8,482"
6333,Vixen!,Drama,1968,70,X,5.6,74,"3,061"
6334,Stars at Noon,Drama,2022,135,R,5.5,64,"3,333"
6335,Tamasha,Comedy,2015,139,Not Rated,7.3,,"30,823"
6336,Marked for Death,Action,1990,93,R,5.9,49,"23,903"
6337,Blair Witch,Horror,2016,89,R,5,47,"48,872"
6338,The Two Popes,Biography,2019,125,PG-13,7.6,75,"130,950"
6339,"Yours, Mine and Ours",Comedy,1968,111,Unrated,7.1,,"9,645"
6340,Santa Paws 2: The Santa Pups,Adventure,2012,88,G,4.7,,"1,550"
6341,The Best Exotic Marigold Hotel,Comedy,2011,124,PG-13,7.2,62,"98,520"
6342,Act of Valor,Action,2012,110,R,6.4,40,"71,230"
6343,South to Black Power,Documentary,2023,89,,4.2,,169
6344,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,Animation,2023,110,R,7.5,,"9,808"
6345,Colao 2,Comedy,2023,N/A,,8.6,,11
6346,Christmas Angel,Drama,2009,87,PG,6.6,,"1,729"
6347,Look Both Ways,Comedy,2022,110,TV-14,6.3,49,"23,223"
6348,Detour,Action,2016,97,R,6.2,46,"6,467"
6349,Taxi,Action,1998,89,Not Rated,7,,"87,918"
6350,Reds,Biography,1981,195,PG,7.3,76,"24,354"
6351,The Extraordinary Adventures of Adèle Blanc-Sec,Action,2010,107,PG,6.3,,"22,321"
6352,Slow West,Action,2015,84,R,6.9,72,"47,364"
6353,Detroit,Crime,2017,143,R,7.3,77,"55,388"
6354,UHF,Comedy,1989,97,PG-13,6.9,32,"30,926"
6355,The Concubine,Drama,2012,122,Unrated,6.1,,"2,535"
6356,Happy Together,Drama,1997,96,Not Rated,7.7,70,"33,021"
6357,The Painter,Thriller,2024,100,,,,N/A
6358,Perfect Strangers,Comedy,2016,96,,7.7,,"69,978"
6359,Chor Nikal Ke Bhaga,Crime,2023,110,TV-MA,7.5,,"51,887"
6360,Curly Sue,Comedy,1991,101,PG,5.9,,"22,880"
6361,Ambush,Action,2023,104,R,4,,"1,324"
6362,Zulu,Drama,1964,138,Not Rated,7.7,77,"41,849"
6363,All Your Faces,Drama,2023,118,,7.7,,"1,884"
6364,Henry V,Biography,1989,137,PG-13,7.5,83,"31,283"
6365,Driven,Biography,2018,113,R,6.4,55,"8,105"
6366,Hardball,Comedy,2001,106,R,6.4,48,"33,038"
6367,Diabolik,Action,2021,134,,5.9,,"3,651"
6368,Three Steps Above Heaven,Action,2010,118,Not Rated,6.8,,"28,325"
6369,The Alamo,Drama,2004,137,PG-13,6,47,"22,001"
6370,More the Merrier,Comedy,2021,111,TV-MA,5.5,,"4,184"
6371,A Creature Was Stirring,Horror,2023,100,R,7.5,,17
6372,Taxi,Action,2004,97,PG-13,4.5,27,"44,375"
6373,Victor Frankenstein,Drama,2015,110,PG-13,5.9,36,"59,421"
6374,Dark Angel,Action,1990,91,R,6.1,,"13,437"
6375,Head-On,Drama,2004,121,R,7.9,78,"56,906"
6376,Shutter,Horror,2004,97,Not Rated,7,,"48,347"
6377,The Courier,Action,2019,99,R,4.8,,"11,394"
6378,Ron's Gone Wrong,Animation,2021,107,PG,7,65,"39,128"
6379,Spanglish,Comedy,2004,131,PG-13,6.4,48,"87,828"
6380,Come Out Fighting,Action,2022,86,Not Rated,4.1,,"1,619"
6381,Batman: Mask of the Phantasm,Animation,1993,76,PG,7.8,65,"55,457"
6382,The Jungle Book,Adventure,1994,111,PG,6,63,"18,680"
6383,The Man Who Killed Don Quixote,Adventure,2018,132,Not Rated,6.3,58,"21,710"
6384,The Prince and Me,Comedy,2004,111,PG,5.8,47,"41,090"
6385,The Man Who Fell to Earth,Drama,1976,139,R,6.6,81,"28,246"
6386,Animal,Action,2014,82,Not Rated,4.7,,"7,393"
6387,An Awkward Sexual Adventure,Comedy,2012,98,Not Rated,6.1,,"10,240"
6388,Agent Cody Banks,Action,2003,102,PG,5.1,41,"36,563"
6389,Night Moves,Crime,1975,100,R,7.1,82,"17,276"
6390,Spy Kids 4: All the Time in the World,Action,2011,89,PG,3.5,37,"27,910"
6391,Nutcracker,Family,1986,89,G,6.8,,"1,344"
6392,A Perfect Christmas Pairing,Romance,2023,85,,6,,101
6393,JFK: What the Doctors Saw,Documentary,2023,92,,7.5,,354
6394,Merry Christmas Mr. Lawrence,Drama,1983,123,R,7.2,53,"19,497"
6395,Angel of Mine,Drama,2019,98,R,6.3,47,"11,896"
6396,Beyond Tomorrow,Drama,1940,84,Approved,6.5,,"2,190"
6397,Picnic at Hanging Rock,Drama,1975,115,PG,7.4,81,"40,105"
6398,Supercell,Action,2023,100,PG-13,4.4,,"2,463"
6399,Death at a Funeral,Comedy,2010,92,R,5.7,51,"52,984"
6400,The Little Prince,Animation,2015,108,PG,7.7,70,"65,593"
6401,Detective Knight: Independence,Action,2023,91,R,3.4,,"1,346"
6402,Set It Off,Action,1996,123,R,6.9,62,"18,000"
6403,Lakeview Terrace,Crime,2008,110,PG-13,6.2,47,"54,862"
6404,Southland Tales,Comedy,2006,145,R,5.3,44,"40,114"
6405,Stonehearst Asylum,Drama,2014,112,PG-13,6.8,52,"59,599"
6406,12 Mighty Orphans,History,2021,118,PG-13,6.9,44,"8,106"
6407,The Big Sleep,Crime,1946,114,Passed,7.9,86,"89,369"
6408,The Net,Action,1995,114,PG-13,6,51,"72,693"
6409,Nashville,Comedy,1975,160,R,7.6,96,"28,060"
6410,Lady in White,Fantasy,1988,113,PG-13,6.5,70,"7,923"
6411,Madea's Family Reunion,Comedy,2006,107,PG-13,5.3,45,"11,894"
6412,Candy,Drama,2006,108,R,7.2,57,"47,356"
6413,Body Snatchers,Horror,1993,87,R,6,65,"20,876"
6414,Hunt,Action,2022,131,Not Rated,6.7,55,"4,923"
6415,Drishyam,Crime,2015,163,Not Rated,8.2,,"92,013"
6416,She's Funny That Way,Comedy,2014,93,R,6.1,45,"28,388"
6417,Blame It on Rio,Comedy,1984,100,R,5.8,22,"11,561"
6418,A Matter of Life and Death,Drama,1946,104,PG,8,,"24,105"
6419,Firebird,Biography,2021,107,R,7.1,49,"12,065"
6420,Rise of the Footsoldier,Action,2007,119,R,6.8,,"21,496"
6421,When You Finish Saving the World,Comedy,2022,88,R,5.6,61,"3,670"
6422,Faster,Action,2010,98,R,6.4,44,"111,203"
6423,When in Rome,Comedy,2010,91,PG-13,5.5,25,"64,046"
6424,Friday the 13th Part VI: Jason Lives,Horror,1986,86,R,6,30,"50,268"
6425,Just Married,Comedy,2003,95,PG-13,5.5,28,"73,655"
6426,Jay and Silent Bob Reboot,Action,2019,105,R,5.6,46,"27,817"
6427,MILF,Comedy,2018,101,TV-MA,4.8,,"7,099"
6428,Mysterious Island,Adventure,1961,101,Not Rated,6.7,,"8,269"
6429,The Beguiled,Drama,1971,105,R,7.2,66,"18,804"
6430,Unstoppable,Action,2018,116,Not Rated,6.6,,"4,675"
6431,Juwanna Mann,Comedy,2002,91,PG-13,4.7,24,"6,999"
6432,Mark of the Devil,Drama,1970,90,R,6.1,,"3,755"
6433,Spies in Disguise,Animation,2019,102,PG,6.8,54,"55,097"
6434,Guess Who's Coming to Dinner,Comedy,1967,108,Approved,7.8,63,"48,083"
6435,The Girl Who Played with Fire,Action,2009,129,R,7.1,66,"97,745"
6436,D3: The Mighty Ducks,Action,1996,104,PG,5.5,,"28,252"
6437,In the Hand of Dante,Crime,2024,N/A,,,,N/A
6438,Pal Joey,Drama,1957,111,Approved,6.6,,"5,747"
