id,title,genre,years,duration,rating,people_rating,critic_rating,votes
2131,The Adjustment Bureau,Crime,2011,106,PG-13,7,60,"267,463"
2132,The Mighty Ducks,Comedy,1992,104,PG,6.5,46,"70,552"
2133,Slumdog Millionaire,Crime,2008,120,R,8,84,"869,111"
2134,Holiday Twist,Comedy,2023,95,PG,9,,"1,023"
2135,Young Frankenstein,Comedy,1974,106,PG,8,83,"166,736"
2136,Mast Mein Rehne Ka,Drama,2023,127,,7.3,,608
2137,The Cello,Horror,2023,120,R,6.7,,"2,318"
2138,Cry Macho,Adventure,2021,104,PG-13,5.7,58,"31,949"
2139,Last Looks,Action,2021,110,R,5.8,49,"11,055"
2140,Backdraft,Action,1991,137,R,6.7,39,"86,371"
2141,Spartacus,Adventure,1960,197,PG-13,7.9,87,"141,175"
2142,Treasure Planet,Animation,2002,95,PG,7.2,60,"129,785"
2143,Fanny and Alexander,Drama,1982,188,R,8.1,100,"66,507"
2144,Samaritan,Action,2022,102,PG-13,5.7,45,"53,487"
2145,The Hills Have Eyes,Horror,2006,107,R,6.4,52,"180,872"
2146,Empire of the Sun,Drama,1987,153,PG,7.7,62,"132,493"
2147,Nanny McPhee,Comedy,2005,97,PG,6.6,59,"83,724"
2148,The House Bunny,Comedy,2008,97,PG-13,5.5,55,"88,830"
2149,Austin Powers: The Spy Who Shagged Me,Action,1999,95,PG-13,6.6,59,"245,284"
2150,The Long Riders,Biography,1980,100,R,6.9,68,"12,490"
2151,The Little Mermaid,Animation,1989,83,G,7.6,88,"285,835"
2152,The Fault in Our Stars,Drama,2014,126,PG-13,7.7,69,"395,457"
2153,Imperium,Biography,2016,109,R,6.5,68,"48,934"
2154,Anna and the Apocalypse,Comedy,2017,93,R,6.1,63,"15,021"
2155,Fast & Furious 6,Action,2013,130,PG-13,7,61,"411,653"
2156,Back to Black,Biography,2024,N/A,,,,N/A
2157,Ghost Town,Comedy,2008,102,PG-13,6.7,72,"77,193"
2158,Mississippi Burning,Crime,1988,128,R,7.8,65,"107,730"
2159,The Lorax,Animation,2012,86,PG,6.4,46,"126,619"
2160,The Blind Side,Biography,2009,129,PG-13,7.6,53,"354,670"
2161,End of Watch,Action,2012,109,R,7.6,68,"263,804"
2162,Living,Drama,2022,102,PG-13,7.2,81,"29,716"
2163,Green Room,Crime,2015,95,R,7,79,"136,625"
2164,Cat Person,Drama,2023,118,,6.2,48,"1,446"
2165,Con Air,Action,1997,115,R,6.9,52,"314,095"
2166,Waterworld,Action,1995,135,PG-13,6.3,56,"206,651"
2167,The Mummy Returns,Action,2001,130,PG-13,6.4,48,"341,338"
2168,Game Night,Action,2018,100,R,6.9,66,"251,130"
2169,The Italian Job,Action,2003,111,PG-13,7,68,"384,045"
2170,Charlie's Angels,Action,2000,98,PG-13,5.6,52,"194,100"
2171,Oldboy,Action,2013,104,R,5.8,49,"79,703"
2172,The Mission,Documentary,2023,103,PG-13,6.6,74,287
2173,Challengers,Drama,2024,N/A,,,,N/A
2174,That Thing You Do!,Comedy,1996,108,PG,7,71,"72,693"
2175,Jeremiah Johnson,Adventure,1972,108,GP,7.6,75,"34,353"
2176,9,Animation,2009,79,PG-13,7,60,"145,680"
2177,Kind of Kindness,Animation,2024,N/A,,,,N/A
2178,Robots,Animation,2005,91,PG,6.4,64,"158,761"
2179,Jesus Revolution,Drama,2023,120,PG-13,7.1,46,"12,471"
2180,Close Encounters of the Third Kind,Drama,1977,138,PG,7.6,90,"213,143"
2181,The Girl in the Spider's Web,Action,2018,115,R,6.1,43,"50,806"
2182,The Persian Version,Comedy,2023,107,R,6.6,61,"1,151"
2183,The Last Rifleman,Drama,2023,95,,6.6,,839
2184,Wayne's World,Comedy,1992,94,PG-13,7,57,"167,700"
2185,Anna Karenina,Drama,2012,129,R,6.6,63,"105,117"
2186,X2,Action,2003,134,PG-13,7.4,68,"569,183"
2187,The New Mutants,Action,2020,94,PG-13,5.3,43,"87,231"
2188,San Andreas,Action,2015,114,PG-13,6.1,43,"252,389"
2189,A League of Their Own,Comedy,1992,128,PG,7.3,69,"118,579"
2190,The Voyeur,Drama,1994,98,Not Rated,5.5,,"3,767"
2191,All the President's Men,Drama,1976,138,PG,7.9,84,"123,908"
2192,The Fly,Drama,1986,96,R,7.6,79,"197,924"
2193,Happiness for Beginners,Comedy,2023,103,TV-14,6.1,48,"16,086"
2194,The Outpost,Action,2019,123,R,6.8,71,"39,199"
2195,Mulan,Action,2020,115,PG-13,5.8,66,"156,892"
2196,Freaky Friday,Comedy,2003,97,PG,6.3,70,"149,514"
2197,Thor: The Dark World,Action,2013,112,PG-13,6.8,54,"714,425"
2198,Mystic Pizza,Comedy,1988,104,R,6.3,60,"31,722"
2199,Evil,Drama,2003,113,Not Rated,7.7,61,"41,364"
2200,The Wolverine,Action,2013,126,PG-13,6.7,61,"485,903"
2201,Bullitt,Action,1968,114,M/PG,7.4,81,"74,354"
2202,28 Weeks Later,Horror,2007,100,R,6.9,78,"289,016"
2203,The Mill,Drama,2023,106,,5.3,,"1,775"
2204,Christmas Bloody Christmas,Horror,2022,86,Not Rated,5.1,46,"4,916"
2205,King Arthur,Action,2004,126,PG-13,6.3,46,"174,252"
2206,A Fish Called Wanda,Comedy,1988,108,R,7.5,80,"150,878"
2207,Friday the 13th,Horror,1980,95,R,6.4,22,"154,879"
2208,Star Wars: Episode X - A New Beginning,Action,2027,N/A,,,,N/A
2209,Brightburn,Drama,2019,90,R,6.1,44,"105,689"
2210,Career Opportunities,Comedy,1991,83,PG-13,5.8,41,"16,856"
2211,Til Death Do Us Part,Action,2023,109,,4.2,,"4,040"
2212,Poltergeist,Horror,1982,114,PG,7.3,79,"176,936"
2213,Cocoon,Comedy,1985,117,PG-13,6.7,65,"67,590"
2214,Fast & Furious Presents: Hobbs & Shaw,Action,2019,137,PG-13,6.5,60,"230,726"
2215,Piranha 3D,Comedy,2010,88,R,5.5,53,"95,581"
2216,Downton Abbey: A New Era,Drama,2022,124,PG,7.4,63,"28,739"
2217,The Birds,Drama,1963,119,PG-13,7.6,90,"201,305"
2218,Chloe,Drama,2009,96,R,6.3,48,"76,869"
2219,Red Dawn,Action,2012,93,PG-13,5.3,31,"79,855"
2220,The Time Machine,Action,2002,96,PG-13,6,42,"128,969"
2221,Velvet Goldmine,Drama,1998,118,R,6.9,65,"37,776"
2222,The Descendants,Comedy,2011,115,R,7.3,84,"248,204"
2223,Ocho apellidos marroquís,Comedy,2023,97,,4.4,,158
2224,The Duellists,Drama,1977,100,PG,7.4,70,"26,036"
2225,Vision Quest,Drama,1985,107,R,6.6,55,"9,877"
2226,Jack Reacher: Never Go Back,Action,2016,118,PG-13,6.1,47,"171,243"
2227,Charade,Comedy,1963,113,Passed,7.9,83,"83,512"
2228,Operation Mincemeat,Drama,2021,128,PG-13,6.6,65,"33,308"
2229,Frozen,Adventure,2010,93,R,6.2,43,"79,215"
2230,Everybody Wants Some!!,Comedy,2016,117,R,6.9,85,"57,733"
2231,The Lego Movie,Animation,2014,100,PG,7.7,83,"381,702"
2232,Taken 3,Action,2014,108,PG-13,6,26,"201,604"
2233,Star Trek Beyond,Action,2016,122,PG-13,7,68,"255,644"
2234,Smoke Sauna Sisterhood,Documentary,2023,89,,7.7,79,695
2235,Little Shop of Horrors,Comedy,1986,94,PG-13,7.1,81,"84,683"
2236,The Greatest Beer Run Ever,Adventure,2022,126,R,6.8,39,"25,133"
2237,Hellboy,Action,2004,122,PG-13,6.8,72,"345,025"
2238,The Pelican Brief,Crime,1993,141,PG-13,6.6,51,"94,234"
2239,Transformers One,Animation,2024,N/A,,,,N/A
2240,In the Fire,Thriller,2023,87,R,2.8,,"3,213"
2241,First Man,Biography,2018,141,PG-13,7.3,84,"198,936"
2242,Pleasantville,Comedy,1998,124,PG-13,7.5,71,"134,844"
2243,Running Scared,Action,2006,122,R,7.3,41,"102,874"
2244,The Neon Demon,Horror,2016,117,R,6.1,51,"102,350"
2245,This Is 40,Comedy,2012,134,R,6.2,59,"148,501"
2246,Pacific Rim: Uprising,Action,2018,111,PG-13,5.6,44,"124,832"
2247,Men in Black: International,Action,2019,114,PG-13,5.6,38,"143,987"
2248,White Noise,Comedy,2022,136,R,5.7,66,"42,601"
2249,Dog,Comedy,2022,101,PG-13,6.5,61,"43,945"
2250,Captain Phillips,Action,2013,134,PG-13,7.8,82,"484,699"
2251,Avengers: The Kang Dynasty,Action,2026,N/A,,,,N/A
2252,Nosferatu,Fantasy,1922,94,Not Rated,7.9,,"103,639"
2253,Carlito's Way,Crime,1993,144,R,7.9,66,"229,132"
2254,Lawless,Biography,2012,116,R,7.2,58,"251,067"
2255,Funny Farm,Comedy,1988,101,PG,6.2,50,"24,555"
2256,The Ninth Gate,Mystery,1999,133,R,6.7,44,"194,514"
2257,The Last Kingdom: Seven Kings Must Die,Action,2023,111,TV-MA,6.9,48,"33,166"
2258,The Hangover Part II,Comedy,2011,102,R,6.5,44,"525,628"
2259,Persuasion,Drama,2022,108,PG,5.8,42,"33,973"
2260,Minions,Animation,2015,91,PG,6.4,56,"253,973"
2261,365 Days: This Day,Drama,2022,111,TV-MA,2.6,,"23,353"
2262,Angel Has Fallen,Action,2019,121,R,6.4,45,"107,526"
2263,Old Henry,Action,2021,99,Not Rated,7.3,69,"34,063"
2264,The Remains of the Day,Drama,1993,134,PG,7.8,86,"82,005"
2265,Notes on a Scandal,Crime,2006,92,R,7.4,73,"83,228"
2266,The Girl with the Dragon Tattoo,Crime,2009,152,R,7.8,76,"221,669"
2267,Sunset Blvd.,Drama,1950,110,Passed,8.4,94,"232,595"
2268,Pippa,Action,2023,139,,6.2,,"1,840"
2269,Final Destination 3,Horror,2006,93,R,5.8,41,"151,465"
2270,Da 'Partments,Comedy,2023,79,,9.3,,75
2271,Earth Mama,Drama,2023,101,R,6.8,84,381
2272,The Conspiracy of Dark Falls,Sci-Fi,2022,102,,3.1,,81
2273,Napoleon,Biography,1927,330,,8.2,,"8,536"
2274,Pretty in Pink,Comedy,1986,97,PG-13,6.7,56,"87,149"
2275,The Call of the Wild,Adventure,2020,100,PG,6.7,48,"54,613"
2276,Evil Dead II,Comedy,1987,84,R,7.7,72,"179,265"
2277,Black Friday,Comedy,2021,84,,4.7,52,"7,533"
2278,Detachment,Drama,2011,98,Not Rated,7.7,52,"95,825"
2279,The Bourne Ultimatum,Action,2007,115,PG-13,8,85,"652,293"
2280,Hulk,Action,2003,138,PG-13,5.6,54,"276,237"
2281,Truth or Dare,Horror,2018,100,PG-13,5.2,35,"61,843"
2282,Qala,Drama,2022,119,TV-MA,7.2,,"7,123"
2283,Rocketman,Biography,2019,121,R,7.3,69,"189,730"
2284,Cinderella Man,Biography,2005,144,PG-13,8,69,"195,817"
2285,Hitman's Wife's Bodyguard,Action,2021,100,R,6.1,32,"104,668"
2286,House of Wax,Horror,2005,113,R,5.5,41,"132,176"
2287,London Has Fallen,Action,2016,99,R,5.9,28,"167,101"
2288,Bonnie and Clyde,Action,1967,111,R,7.7,86,"118,698"
2289,Death on the Nile,Crime,1978,140,PG,7.2,59,"38,614"
2290,The Visit,Horror,2015,94,PG-13,6.2,55,"147,115"
2291,Alien Invasion: S.U.M.1,Horror,2017,92,TV-MA,4.3,,"1,664"
2292,Causeway,Drama,2022,94,R,6.6,66,"21,319"
2293,She Said,Drama,2022,129,R,7.3,,"36,695"
2294,Christmas Inheritance,Comedy,2017,104,,5.7,,"13,034"
2295,Survival Island,Drama,2005,95,TV-MA,4.9,,"10,342"
2296,The Grey,Action,2011,117,R,6.7,64,"260,840"
2297,The Longest Yard,Comedy,2005,113,PG-13,6.4,48,"191,490"
2298,Fractured,Drama,2019,99,TV-MA,6.4,36,"88,611"
2299,Wreck-It Ralph,Animation,2012,101,PG,7.7,72,"449,528"
2300,Life of Brian,Comedy,1979,94,R,8,77,"417,930"
2301,Knight of Cups,Drama,2015,118,R,5.6,53,"28,927"
2302,"Me, Myself & Irene",Comedy,2000,116,R,6.6,49,"247,930"
2303,The Island,Action,2005,136,PG-13,6.8,50,"324,608"
2304,Magic Mike,Comedy,2012,110,R,6.1,72,"145,960"
2305,The Royal Tenenbaums,Comedy,2001,110,R,7.6,76,"308,999"
2306,Sin City: A Dame to Kill For,Action,2014,102,R,6.5,46,"168,592"
2307,Don't Breathe,Crime,2016,88,R,7.1,71,"294,394"
2308,Godmothered,Comedy,2020,110,PG,6.1,49,"13,619"
2309,The Conjuring: The Devil Made Me Do It,Horror,2021,112,R,6.3,53,"134,520"
2310,"I, Robot",Action,2004,115,PG-13,7.1,59,"566,634"
2311,Luck,Animation,2022,105,G,6.4,48,"27,064"
2312,Ghost in the Shell,Animation,1995,83,TV-MA,7.9,76,"153,172"
2313,Layer Cake,Action,2004,105,R,7.3,73,"191,985"
2314,Under Siege,Action,1992,103,R,6.5,58,"93,803"
2315,Titane,Drama,2021,108,R,6.5,75,"53,750"
2316,Lord of War,Crime,2005,122,R,7.6,62,"332,366"
2317,Mary Queen of Scots,Biography,2018,124,R,6.3,60,"54,261"
2318,Santa's Slay,Comedy,2005,78,R,5.3,,"10,940"
2319,Garudan,Crime,2023,138,,7.4,,"1,286"
2320,Despicable Me 3,Animation,2017,89,PG,6.2,49,"148,543"
2321,Man in Love,Drama,2021,115,,7,,"2,659"
2322,Leaving Las Vegas,Drama,1995,111,R,7.5,82,"132,110"
2323,Road to Perdition,Crime,2002,117,R,7.7,72,"280,795"
2324,Lady Macbeth,Drama,2016,89,R,6.8,76,"26,169"
2325,Allegiant,Action,2016,120,PG-13,5.7,33,"131,159"
2326,The Ten Commandments,Adventure,1956,220,G,7.9,,"75,716"
2327,Willow,Action,1988,126,PG,7.2,47,"128,453"
2328,Child's Play,Horror,1988,87,R,6.7,58,"114,306"
2329,Inside,Drama,2023,105,R,5.5,53,"14,354"
2330,What Is a Woman?,Documentary,2022,95,,8.2,,"41,094"
2331,Jungle Cruise,Action,2021,127,PG-13,6.6,50,"207,522"
2332,Seven Psychopaths,Comedy,2012,110,R,7.1,66,"270,658"
2333,Dora and the Lost City of Gold,Action,2019,102,PG,6.1,63,"33,685"
2334,Deja Vu,Action,2006,126,PG-13,7.1,59,"323,466"
2335,Tiffany Jones,Comedy,1973,90,R,4.7,,288
2336,The Unforgivable,Crime,2021,112,R,7.1,41,"116,913"
2337,Serpico,Biography,1973,130,R,7.7,83,"132,098"
2338,The Three Musketeers,Action,1993,105,PG,6.4,43,"58,313"
2339,Shot Caller,Crime,2017,121,R,7.3,59,"94,275"
2340,The 5th Wave,Action,2016,112,PG-13,5.2,33,"115,538"
2341,Wall Street,Crime,1987,126,R,7.3,56,"163,080"
2342,The Babysitter,Comedy,2017,85,TV-MA,6.3,,"105,614"
2343,The Harder They Fall,Action,2021,139,R,6.6,68,"69,620"
2344,Gosford Park,Comedy,2001,137,R,7.2,90,"92,473"
2345,Just Mercy,Biography,2019,137,PG-13,7.6,68,"74,038"
2346,Pompeii,Action,2014,105,PG-13,5.5,41,"115,407"
2347,Power Rangers,Action,2017,124,PG-13,5.9,44,"112,751"
2348,Atomic Blonde,Action,2017,115,R,6.7,63,"203,736"
2349,The Electric State,Action,2024,N/A,,,,N/A
2350,Drive My Car,Drama,2021,179,Unrated,7.6,91,"61,997"
2351,Twilight Zone: The Movie,Horror,1983,101,PG,6.4,44,"40,547"
2352,Benedetta,Biography,2021,131,Unrated,6.7,75,"24,332"
2353,Burning,Drama,2018,148,Not Rated,7.5,91,"73,584"
2354,Sniper. The White Raven,Drama,2022,111,R,6.4,54,"5,321"
2355,We Need to Talk About Kevin,Drama,2011,112,R,7.5,68,"165,004"
2356,Geostorm,Action,2017,109,PG-13,5.3,21,"115,844"
2357,xXx,Action,2002,124,PG-13,5.8,48,"185,005"
2358,The Perfect Storm,Action,2000,130,PG-13,6.5,59,"175,797"
2359,Spy Kids,Action,2001,88,PG,5.6,71,"125,263"
2360,Cats,Comedy,2019,110,PG,2.8,32,"54,829"
2361,The Hating Game,Comedy,2021,102,R,6.2,,"24,110"
2362,The Last Boy Scout,Action,1991,105,R,7,52,"109,998"
2363,The Protégé,Action,2021,109,R,6.1,48,"37,109"
2364,Battle Royale,Action,2000,114,Not Rated,7.5,81,"192,051"
2365,Ponyboi,Drama,2024,N/A,,,,N/A
2366,Teenage Mutant Ninja Turtles,Action,2014,101,PG-13,5.8,31,"218,116"
2367,Why Him?,Comedy,2016,111,R,6.2,39,"121,544"
2368,Indecent Proposal,Drama,1993,117,R,6,35,"76,599"
2369,Safe House,Action,2012,115,R,6.7,52,"232,845"
2370,30 Days of Night,Action,2007,113,R,6.6,53,"186,370"
2371,Alvin and the Chipmunks,Adventure,2007,92,PG,5.2,39,"92,790"
2372,Zack and Miri Make a Porno,Comedy,2008,101,R,6.5,56,"181,290"
2373,Task Force,Drama,1949,116,Approved,6.6,,"1,136"
2374,Hotel Transylvania,Animation,2012,91,PG,7,47,"275,194"
2375,Valley Girl,Comedy,1983,99,R,6.4,66,"17,790"
2376,Trapped in Paradise,Adventure,1994,111,PG-13,5.9,31,"16,137"
2377,State of Play,Crime,2009,127,PG-13,7.1,64,"158,375"
2378,Look Away,Drama,2018,103,TV-MA,5.8,,"21,537"
2379,The Vow,Drama,2012,104,PG-13,6.8,43,"201,917"
2380,Ma,Horror,2019,99,R,5.6,53,"58,612"
2381,Rocky Balboa,Action,2006,102,PG,7.1,63,"228,919"
2382,You Only Live Twice,Action,1967,117,PG,6.8,61,"115,790"
2383,The League of Extraordinary Gentlemen,Action,2003,110,PG-13,5.8,30,"182,133"
2384,Jungle Fever,Drama,1991,132,R,6.6,78,"19,374"
2385,Idle Hands,Comedy,1999,92,R,6.2,31,"46,221"
2386,Unbreakable,Drama,2000,106,PG-13,7.3,62,"435,369"
2387,Jeepers Creepers,Horror,2001,90,R,6.2,49,"139,935"
2388,Troll,Action,2022,101,TV-14,5.8,62,"47,457"
2389,The Choice,Drama,2016,111,PG-13,6.5,26,"44,833"
2390,The Hunchback of Notre Dame,Animation,1996,91,G,7,74,"168,634"
2391,High Life,Mystery,2018,113,R,5.8,78,"39,681"
2392,Last Action Hero,Action,1993,130,PG-13,6.5,44,"161,067"
2393,Warcraft,Action,2016,123,PG-13,6.7,32,"275,134"
2394,Lilo & Stitch,Animation,2002,85,PG,7.3,74,"206,881"
2395,Joe Dirt,Adventure,2001,91,PG-13,6,20,"60,145"
2396,Monsters,Adventure,2010,94,R,6.4,63,"96,417"
2397,Transformers: Dark of the Moon,Action,2011,154,PG-13,6.2,42,"427,417"
2398,Midnight Cowboy,Drama,1969,113,X,7.8,79,"118,003"
2399,Traffic,Crime,2000,147,R,7.6,86,"217,267"
2400,How to Train Your Dragon: The Hidden World,Animation,2019,104,PG,7.4,71,"145,243"
2401,The Bone Collector,Crime,1999,118,R,6.7,45,"181,611"
2402,Hachi: A Dog's Tale,Biography,2009,93,G,8.1,,"304,417"
2403,Diner,Comedy,1982,110,R,7.1,82,"22,413"
2404,In the Shadow of the Moon,Action,2019,115,TV-MA,6.2,48,"59,423"
2405,Sister Death,Horror,2023,91,TV-MA,5.7,,"5,463"
2406,The Cat in the Hat,Adventure,2003,82,PG,4.1,19,"86,936"
2407,Outlaw King,Action,2018,121,R,6.9,59,"78,906"
2408,Fonissa,Drama,2023,97,,7.6,,599
2409,The Fall,Adventure,2006,117,R,7.8,64,"115,664"
2410,Sleepaway Camp,Horror,1983,84,R,6.2,58,"37,115"
2411,The Twilight Saga: Eclipse,Action,2010,124,PG-13,5.1,58,"257,108"
2412,Orphan,Horror,2009,123,R,7,42,"246,988"
2413,Hustle,Comedy,2022,117,R,7.3,68,"139,008"
2414,Mud,Adventure,2012,130,PG-13,7.4,76,"186,653"
2415,Greenland,Action,2020,119,PG-13,6.4,64,"128,834"
2416,He's Just Not That Into You,Comedy,2009,129,PG-13,6.4,47,"180,374"
2417,Necessary Roughness,Comedy,1991,108,PG-13,6.2,45,"12,825"
2418,Ghostbusters,Action,2016,117,PG-13,6.8,60,"241,561"
2419,The Highwaymen,Biography,2019,132,R,6.9,58,"99,669"
2420,Untitled Venom Sequel,Action,2024,N/A,,,,N/A
2421,Match Point,Drama,2005,124,R,7.6,72,"225,842"
2422,Knocked Up,Comedy,2007,129,R,6.9,85,"380,838"
2423,Fighting with My Family,Biography,2019,108,PG-13,7.1,68,"86,235"
2424,Do the Right Thing,Comedy,1989,120,R,8,93,"110,063"
2425,The Apartment,Comedy,1960,125,Approved,8.3,94,"192,269"
2426,3:10 to Yuma,Action,2007,122,R,7.7,76,"326,920"
2427,Book Club: The Next Chapter,Comedy,2023,107,PG-13,5.6,46,"5,648"
2428,Your Place or Mine,Comedy,2023,109,PG-13,5.7,49,"36,850"
2429,The Sting,Comedy,1973,129,PG,8.3,83,"275,032"
2430,Killer Joe,Crime,2011,102,Unrated,6.7,62,"82,206"
2431,Believer 2,Action,2023,114,TV-MA,5.6,,"1,141"
2432,Monamour,Drama,2005,104,,5.2,,"6,140"
2433,Real Genius,Comedy,1985,108,PG,6.9,71,"37,088"
2434,Angels & Demons,Action,2009,138,PG-13,6.7,48,"306,007"
2435,M,Crime,1931,99,Passed,8.3,,"165,802"
2436,Unhinged,Action,2020,90,R,6,40,"75,113"
2437,Totem,Drama,2023,95,,7.2,85,954
2438,My Sister's Keeper,Drama,2009,109,PG-13,7.3,51,"97,077"
2439,The Post,Biography,2017,116,PG-13,7.2,83,"159,725"
2440,No Way Up,Action,2024,N/A,,,,N/A
2441,Joy,Biography,2015,124,PG-13,6.6,56,"143,167"
2442,Frankenstein,Drama,1994,123,R,6.3,49,"58,553"
2443,Bumblebee,Action,2018,114,PG-13,6.7,66,"184,192"
2444,One Day,Drama,2011,107,PG-13,7,48,"161,380"
2445,Operation Finale,Biography,2018,122,PG-13,6.6,58,"47,372"
2446,DogMan,Drama,2023,113,R,6.7,37,"1,882"
2447,The Last Picture Show,Drama,1971,118,R,8,93,"51,482"
2448,Hunt for the Wilderpeople,Adventure,2016,101,PG-13,7.8,81,"138,835"
2449,Fantastic Four,Action,2005,106,PG-13,5.7,40,"340,568"
2450,Babes in Toyland,Comedy,1961,106,Approved,6.1,55,"4,673"
2451,27 Dresses,Comedy,2008,111,PG-13,6.1,47,"172,223"
2452,Jarhead,Biography,2005,125,R,7,58,"202,788"
2453,The Taking of Deborah Logan,Horror,2014,90,R,6,,"38,463"
2454,Blade: Trinity,Action,2004,113,R,5.8,38,"186,041"
2455,The Guest,Action,2014,100,R,6.7,76,"104,931"
2456,Mean Streets,Crime,1973,112,R,7.2,96,"117,170"
2457,Pet Sematary,Fantasy,1989,103,R,6.5,38,"113,138"
2458,The Illusionist,Drama,2006,110,PG-13,7.5,68,"386,007"
2459,A Beautiful Day in the Neighborhood,Biography,2019,109,PG,7.2,80,"86,658"
2460,Silver Bullet,Horror,1985,95,R,6.4,26,"30,860"
2461,Homeward Bound: The Incredible Journey,Adventure,1993,84,G,6.9,,"50,257"
2462,The Preacher's Wife,Comedy,1996,123,PG,5.7,,"13,362"
2463,The Thomas Crown Affair,Crime,1999,113,R,6.8,72,"98,555"
2464,Rio,Animation,2011,96,PG,6.9,63,"243,744"
2465,Pokémon: Detective Pikachu,Action,2019,104,PG,6.5,53,"179,191"
2466,High Fidelity,Comedy,2000,113,R,7.4,79,"187,569"
2467,Crimson Peak,Drama,2015,119,R,6.5,66,"156,285"
2468,The Florida Project,Drama,2017,111,R,7.6,92,"124,210"
2469,Wanted,Action,2008,110,R,6.7,64,"404,140"
2470,Conan the Barbarian,Action,2011,113,R,5.1,36,"101,987"
2471,Hansel & Gretel: Witch Hunters,Action,2013,88,R,6.1,23,"214,562"
2472,Freaky,Comedy,2020,102,R,6.3,67,"69,891"
2473,The Expendables 3,Action,2014,126,PG-13,6.1,35,"193,533"
2474,The French Connection,Action,1971,104,R,7.7,94,"132,639"
2475,Enemy at the Gates,Action,2001,131,R,7.5,53,"274,120"
2476,Honest Thief,Action,2020,99,PG-13,6,46,"56,272"
2477,Chungking Express,Comedy,1994,102,PG-13,8,78,"92,462"
2478,We Were Soldiers,Action,2002,138,R,7.2,65,"149,273"
2479,The Mauritanian,Biography,2021,129,R,7.4,53,"59,173"
2480,Wild at Heart,Crime,1990,125,R,7.2,52,"99,239"
2481,Godland,Drama,2022,143,Unrated,7.2,81,"5,209"
2482,Jaane Jaan,Crime,2023,139,TV-MA,7,,"11,624"
2483,Superman Returns,Action,2006,154,PG-13,6.1,72,"289,652"
2484,Addams Family Values,Comedy,1993,94,PG-13,6.8,61,"107,557"
2485,Funny Games,Crime,1997,108,Not Rated,7.5,69,"81,933"
2486,Crawlspace,Thriller,2022,90,R,4.7,,"2,099"
2487,Let the Right One In,Drama,2008,114,R,7.8,82,"224,662"
2488,Rock of Ages,Comedy,2012,123,PG-13,5.9,47,"80,977"
2489,Quest for Camelot,Animation,1998,86,G,6.2,50,"17,746"
2490,Grumpy Old Men,Comedy,1993,103,PG-13,7,53,"52,915"
2491,Blast of Silence,Crime,1961,77,Not Rated,7.4,75,"5,096"
2492,The Bourne Supremacy,Action,2004,108,PG-13,7.7,73,"481,109"
2493,The Good Nurse,Biography,2022,121,R,6.8,65,"76,137"
2494,The List,Comedy,2023,97,R,5.3,,"1,647"
2495,The Golden Child,Action,1986,94,PG-13,6,37,"58,540"
2496,Ghost Rider,Action,2007,110,PG-13,5.3,35,"249,214"
2497,The Theory of Everything,Biography,2014,123,PG-13,7.7,71,"474,340"
2498,Garden State,Comedy,2004,102,R,7.4,67,"221,828"
2499,Adaptation.,Comedy,2002,115,R,7.7,83,"200,369"
2500,Joyeux Noel,Drama,2005,116,PG-13,7.7,70,"31,313"
2501,Jai Bhim,Crime,2021,164,TV-MA,8.7,,"213,107"
2502,How to Blow Up a Pipeline,Action,2022,104,R,7,76,"7,751"
2503,Clash of the Titans,Action,2010,106,PG-13,5.8,39,"290,264"
2504,Crank,Action,2006,88,R,6.9,57,"260,295"
2505,The Road to El Dorado,Animation,2000,89,PG,6.9,51,"105,332"
2506,The Long Weekend,Comedy,2005,90,R,5.2,,"8,055"
2507,Rat Race,Action,2001,112,PG-13,6.5,52,"121,544"
2508,Left Behind: Rise of the Antichrist,Action,2023,115,Not Rated,4.2,,"1,792"
2509,Kazaam,Comedy,1996,93,PG,3.1,24,"25,423"
2510,The Basketball Diaries,Biography,1995,102,R,7.3,46,"118,887"
2511,Christmas in Maple Hills,Romance,2023,N/A,,7.1,,182
2512,Molly's Game,Biography,2017,140,R,7.4,71,"183,898"
2513,Your Lucky Day,Thriller,2023,89,R,5.8,64,817
2514,Lost Highway,Mystery,1997,134,R,7.6,53,"150,708"
2515,Sister Act,Comedy,1992,100,PG,6.5,51,"106,331"
2516,Almost Christmas,Comedy,2016,111,PG-13,6.1,55,"7,588"
2517,"Honey, I Shrunk the Kids",Adventure,1989,93,PG,6.4,63,"163,711"
2518,Woman in the Maze,Horror,2023,101,,4.1,,798
2519,The Assassination of Jesse James by the Coward Robert Ford,Biography,2007,160,R,7.5,68,"190,514"
2520,What's Love Got to Do with It?,Comedy,2022,108,PG-13,6.3,59,"8,630"
2521,Bound,Crime,1996,109,R,7.3,64,"59,655"
2522,Prehistoric Women,Adventure,1967,91,Approved,4.5,,"1,279"
2523,21 Bridges,Action,2019,99,R,6.6,51,"72,355"
2524,Cool Hand Luke,Crime,1967,127,GP,8.1,92,"186,014"
2525,Kiki's Delivery Service,Animation,1989,103,G,7.8,85,"159,078"
2526,Logan's Run,Action,1976,119,PG,6.8,53,"60,001"
2527,The Piano,Drama,1993,121,R,7.5,89,"93,668"
2528,Casper,Comedy,1995,100,PG,6.2,49,"145,091"
2529,The Upside,Comedy,2017,126,PG-13,7,46,"61,756"
2530,A Good Day to Die Hard,Action,2013,98,R,5.2,28,"213,092"
